"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"wielorodzinne;2020;[ha]";"wielorodzinne;2021;[ha]";"wielorodzinne;2022;[ha]";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"spółdzielcze;2020;[ha]";"spółdzielcze;2021;[ha]";"spółdzielcze;2022;[ha]";"komunalne;2020;[ha]";"komunalne;2021;[ha]";"komunalne;2022;[ha]";"towarzystw budownictwa społecznego;2020;[ha]";"towarzystw budownictwa społecznego;2021;[ha]";"towarzystw budownictwa społecznego;2022;[ha]";"osób fizycznych;2020;[ha]";"osób fizycznych;2021;[ha]";"osób fizycznych;2022;[ha]";"spółek i innych;2020;[ha]";"spółek i innych;2021;[ha]";"spółek i innych;2022;[ha]";
2209074;"Nowy Staw - miasto (4)";0;1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;
2209082;"Stare Pole (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2210000;"Powiat nowodworski";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2210023;"Nowy Dwór Gdański (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2210032;"Ostaszewo (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2210042;"Stegna (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2211000;"Powiat pucki";10;10;5;1;2;0;9;8;5;0;0;0;0;0;0;0;0;0;9;9;3;1;1;2;
2211011;"Hel (1)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2211031;"Puck (1)";0;3;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;
2211043;"Władysławowo (3)";1;2;2;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;
2211044;"Władysławowo - miasto (4)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2211045;"Władysławowo - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;
2211052;"Kosakowo (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2211062;"Krokowa (2)";0;4;1;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;
2211072;"Puck (2)";7;1;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;
2212000;"Powiat słupski";14;21;11;1;0;0;13;21;11;0;0;0;1;0;0;0;0;0;10;17;10;3;4;1;
2212032;"Dębnica Kaszubska (2)";0;2;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;
2212053;"Kępice (3)";2;3;0;1;0;0;2;3;0;0;0;0;1;0;0;0;0;0;2;3;0;0;0;0;
2212055;"Kępice - obszar wiejski (5)";2;3;0;1;0;0;2;3;0;0;0;0;1;0;0;0;0;0;2;3;0;0;0;0;
2212062;"Kobylnica (2)";0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
2212082;"Słupsk (2)";7;13;7;0;0;0;7;13;7;0;0;0;0;0;0;0;0;0;7;11;7;0;3;0;
2212102;"Ustka (2)";4;2;2;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;2;0;1;3;1;1;
2213000;"Powiat starogardzki";5;12;7;0;3;3;5;9;4;0;0;0;0;0;0;0;0;0;5;8;5;1;4;2;
2213013;"Czarna Woda (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2213014;"Czarna Woda - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2213031;"Starogard Gdański (1)";2;6;4;0;3;2;2;3;2;0;0;0;0;0;0;0;0;0;2;3;2;0;3;2;
2213052;"Kaliska (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2213072;"Osieczna (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2213093;"Skarszewy (3)";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2213095;"Skarszewy - obszar wiejski (5)";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2213122;"Starogard Gdański (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2213132;"Zblewo (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2214000;"Powiat tczewski";3;1;2;1;0;1;2;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;
2214011;"Tczew (1)";1;1;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;
2214023;"Gniew (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2214024;"Gniew - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2214043;"Pelplin (3)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2214044;"Pelplin - miasto (4)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2215000;"Powiat wejherowski";2;6;4;1;1;2;2;6;2;0;0;0;0;0;0;0;0;0;2;6;1;1;0;3;
2215021;"Rumia (1)";1;3;3;1;1;2;0;3;1;0;0;0;0;0;0;0;0;0;0;3;1;1;0;3;
2215031;"Wejherowo (1)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2215052;"Gniewino (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2215062;"Linia (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2215092;"Szemud (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2215102;"Wejherowo (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2216000;"Powiat sztumski";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2216053;"Sztum (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2216054;"Sztum - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2261000;"Powiat m. Gdańsk";4;3;3;1;1;2;3;2;1;0;0;0;0;0;0;0;0;0;1;1;1;3;2;1;
2261011;"Gdańsk (1)";4;3;3;1;1;2;3;2;1;0;0;0;0;0;0;0;0;0;1;1;1;3;2;1;
2262000;"Powiat m. Gdynia";4;3;2;3;2;1;1;1;1;1;1;0;2;0;0;0;0;0;1;1;1;0;1;0;
2262011;"Gdynia (1)";4;3;2;3;2;1;1;1;1;1;1;0;2;0;0;0;0;0;1;1;1;0;1;0;
2263000;"Powiat m. Słupsk";6;3;1;6;0;0;1;3;1;0;0;0;0;0;0;0;0;0;5;3;1;1;0;0;
2263011;"Słupsk (1)";6;3;1;6;0;0;1;3;1;0;0;0;0;0;0;0;0;0;5;3;1;1;0;0;
2264000;"Powiat m. Sopot";3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;
2264011;"Sopot (1)";3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;
2400000;"ŚLĄSKIE";96;105;104;18;24;27;78;81;78;1;0;0;3;2;6;4;7;6;61;61;53;27;35;39;
2401000;"Powiat będziński";8;9;7;0;1;3;8;8;5;0;0;0;0;0;0;0;2;0;8;4;5;1;2;3;
2401011;"Będzin (1)";3;1;3;0;1;2;3;1;1;0;0;0;0;0;0;0;0;0;3;1;1;0;1;2;
2401021;"Czeladź (1)";1;4;1;0;0;1;1;4;0;0;0;0;0;0;0;0;2;0;0;1;0;1;2;1;
2401042;"Bobrowniki (2)";2;2;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;
2401062;"Psary (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2401073;"Siewierz (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2401075;"Siewierz - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2401081;"Sławków (1)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2402000;"Powiat bielski";4;1;3;2;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;2;4;1;1;
2402022;"Bestwina (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2402043;"Czechowice-Dziedzice (3)";2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
2402044;"Czechowice-Dziedzice - miasto (4)";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
2402052;"Jasienica (2)";2;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;
2402072;"Kozy (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2403000;"Powiat cieszyński";0;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2403011;"Cieszyn (1)";0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2403031;"Wisła (1)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2404000;"Powiat częstochowski";6;5;6;0;0;1;6;5;6;0;0;0;0;0;0;0;0;0;6;5;6;0;0;0;
2404032;"Janów (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2404063;"Koniecpol (3)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2404064;"Koniecpol - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2404072;"Konopiska (2)";1;3;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;
2404092;"Lelów (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2404102;"Mstów (2)";3;0;2;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;
2404123;"Olsztyn (3)";;;1;;;0;;;1;;;0;;;0;;;0;;;1;;;0;
2404125;"Olsztyn - obszar wiejski (5)";;;1;;;0;;;1;;;0;;;0;;;0;;;1;;;0;
2405000;"Powiat gliwicki";9;6;16;0;0;2;9;6;14;0;0;0;0;0;0;0;0;1;5;5;5;4;1;11;
2405011;"Knurów (1)";2;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;
2405021;"Pyskowice (1)";5;2;5;0;0;0;5;2;5;0;0;0;0;0;0;0;0;0;0;1;0;4;0;5;
2405032;"Gierałtowice (2)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2405052;"Rudziniec (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2405063;"Sośnicowice (3)";0;1;7;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;1;2;0;0;6;
2405064;"Sośnicowice - miasto (4)";0;0;7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;
2405065;"Sośnicowice - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2405073;"Toszek (3)";0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
2405074;"Toszek - miasto (4)";0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
2405082;"Wielowieś (2)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
2406000;"Powiat kłobucki";0;3;3;0;1;0;0;2;2;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;
2406013;"Kłobuck (3)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2406015;"Kłobuck - obszar wiejski (5)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2406032;"Lipie (2)";0;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;
2406052;"Opatów (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2406092;"Wręczyca Wielka (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2407000;"Powiat lubliniecki";6;3;2;1;0;1;5;3;2;0;0;0;0;0;1;1;0;0;5;3;1;0;0;1;
2407011;"Lubliniec (1)";2;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;
2407032;"Ciasna (2)";3;1;1;0;0;0;3;1;1;0;0;0;0;0;1;0;0;0;3;1;0;0;0;0;
2407052;"Kochanowice (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2407083;"Woźniki (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2407084;"Woźniki - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2408000;"Powiat mikołowski";2;6;3;0;1;0;2;5;3;0;0;0;0;0;0;0;0;0;2;3;1;0;3;2;
2408011;"Łaziska Górne (1)";1;4;1;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;
2408021;"Mikołów (1)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2408031;"Orzesze (1)";0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2408052;"Wyry (2)";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2409000;"Powiat myszkowski";1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2409042;"Poraj (2)";1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
2410000;"Powiat pszczyński";1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2410053;"Pszczyna (3)";1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2410054;"Pszczyna - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2410055;"Pszczyna - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2411000;"Powiat raciborski";3;4;5;0;1;1;3;3;4;0;0;0;0;0;0;0;1;0;3;3;2;0;0;3;
2411011;"Racibórz (1)";2;4;3;0;1;0;2;3;3;0;0;0;0;0;0;0;1;0;2;3;1;0;0;2;
2411053;"Kuźnia Raciborska (3)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2411054;"Kuźnia Raciborska - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2411072;"Pietrowice Wielkie (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2411082;"Rudnik (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2413000;"Powiat tarnogórski";5;8;2;0;3;1;5;5;2;0;0;0;0;0;0;0;1;0;5;5;2;0;1;1;
2413021;"Miasteczko Śląskie (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2413031;"Radzionków (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2413041;"Tarnowskie Góry (1)";2;3;1;0;2;0;2;1;1;0;0;0;0;0;0;0;1;0;2;1;1;0;1;0;
2413052;"Krupski Młyn (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2413082;"Tworóg (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2413092;"Zbrosławice (2)";1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;
2414000;"Powiat bieruńsko-lędziński";1;2;4;0;0;0;1;2;4;0;0;0;0;0;0;0;0;0;1;2;4;0;0;0;
2414031;"Lędziny (1)";1;2;3;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;
2415000;"Powiat wodzisławski";6;1;2;0;0;1;6;1;2;0;0;0;0;0;1;0;0;0;1;1;1;4;0;1;
2415021;"Radlin (1)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2415031;"Rydułtowy (1)";4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;
2415041;"Wodzisław Śląski (1)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2415072;"Lubomia (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;
2415092;"Mszana (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
2416000;"Powiat zawierciański";3;6;12;0;0;3;3;6;9;0;0;0;0;0;0;0;0;0;3;4;9;0;2;3;
2416011;"Poręba (1)";1;3;2;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;
2416021;"Zawiercie (1)";1;3;2;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;
2416042;"Kroczyce (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2416053;"Łazy (3)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2416055;"Łazy - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2416063;"Ogrodzieniec (3)";0;0;7;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;
2416064;"Ogrodzieniec - miasto (4)";0;0;4;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;
2416065;"Ogrodzieniec - obszar wiejski (5)";0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;
2417000;"Powiat żywiecki";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;
2417011;"Żywiec (1)";1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
2417032;"Gilowice (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2461000;"Powiat m. Bielsko-Biała";0;1;4;0;1;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;
2461011;"Bielsko-Biała (1)";0;1;4;0;1;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;
2462000;"Powiat m. Bytom";3;1;2;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;
2462011;"Bytom (1)";3;1;2;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;
2463000;"Powiat m. Chorzów";2;3;1;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;0;
2463011;"Chorzów (1)";2;3;1;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;0;
2464000;"Powiat m. Częstochowa";4;1;1;3;1;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;
2464011;"Częstochowa (1)";4;1;1;3;1;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;
2465000;"Powiat m. Dąbrowa Górnicza";2;2;3;0;0;0;2;2;3;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;
2465011;"Dąbrowa Górnicza (1)";2;2;3;0;0;0;2;2;3;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;
2466000;"Powiat m. Gliwice";2;3;4;0;0;0;2;3;4;0;0;0;0;0;0;0;0;0;2;2;2;0;1;2;
2466011;"Gliwice (1)";2;3;4;0;0;0;2;3;4;0;0;0;0;0;0;0;0;0;2;2;2;0;1;2;
2467000;"Powiat m. Jastrzębie-Zdrój";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2467011;"Jastrzębie-Zdrój (1)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2468000;"Powiat m. Jaworzno";7;8;3;0;1;0;7;7;3;0;0;0;0;0;0;0;1;0;4;2;3;3;5;0;
2468011;"Jaworzno (1)";7;8;3;0;1;0;7;7;3;0;0;0;0;0;0;0;1;0;4;2;3;3;5;0;
2469000;"Powiat m. Katowice";1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;
2469011;"Katowice (1)";1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;
2470000;"Powiat m. Mysłowice";1;2;2;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;1;2;0;1;1;2;
2470011;"Mysłowice (1)";1;2;2;0;1;1;1;2;1;0;0;0;0;0;0;0;0;0;1;2;0;1;1;2;
2471000;"Powiat m. Piekary Śląskie";1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2471011;"Piekary Śląskie (1)";1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2472000;"Powiat m. Ruda Śląska";4;7;3;3;3;1;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;4;5;2;
2472011;"Ruda Śląska (1)";4;7;3;3;3;1;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;4;5;2;
2473000;"Powiat m. Rybnik";0;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;
2473011;"Rybnik (1)";0;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;
2474000;"Powiat m. Siemianowice Śląskie";2;2;1;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;
2474011;"Siemianowice Śląskie (1)";2;2;1;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;
2475000;"Powiat m. Sosnowiec";7;5;2;2;2;1;5;2;1;0;0;0;0;0;0;0;0;0;6;2;1;1;3;1;
2475011;"Sosnowiec (1)";7;5;2;2;2;1;5;2;1;0;0;0;0;0;0;0;0;0;6;2;1;1;3;1;
2476000;"Powiat m. Świętochłowice";0;1;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;
2476011;"Świętochłowice (1)";0;1;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;
2477000;"Powiat m. Tychy";1;2;2;0;0;1;1;2;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;
2477011;"Tychy (1)";1;2;2;0;0;1;1;2;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;
2478000;"Powiat m. Zabrze";2;1;4;1;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;
2478011;"Zabrze (1)";2;1;4;1;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;
2479000;"Powiat m. Żory";2;4;3;0;1;1;2;3;2;0;0;0;0;0;0;0;0;0;2;2;2;0;2;2;
2479011;"Żory (1)";2;4;3;0;1;1;2;3;2;0;0;0;0;0;0;0;0;0;2;2;2;0;2;2;
2600000;"ŚWIĘTOKRZYSKIE";19;13;21;3;1;4;16;12;18;0;0;0;2;1;6;0;0;3;13;11;9;4;1;2;
2601000;"Powiat buski";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
2601013;"Busko-Zdrój (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2601014;"Busko-Zdrój - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2601022;"Gnojno (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2602000;"Powiat jędrzejowski";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2602082;"Sobków (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2603000;"Powiat kazimierski";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2604000;"Powiat kielecki";5;3;5;0;0;0;5;3;5;0;0;0;0;0;0;0;0;3;5;3;2;0;1;0;
2604073;"Łagów (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2604074;"Łagów - miasto (4)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2604075;"Łagów - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2604102;"Miedziana Góra (2)";0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;
2604123;"Morawica (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2604125;"Morawica - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2604142;"Piekoszów (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2604172;"Nowiny (2)";4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;
2605000;"Powiat konecki";2;0;5;0;0;0;2;0;5;0;0;0;0;0;1;0;0;0;2;0;3;0;0;1;
2605012;"Fałków (2)";0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;
2605033;"Końskie (3)";2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;
2605034;"Końskie - miasto (4)";2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;
