"Kod";"Nazwa";"przeciętna liczba osób na 1 izbę;2002;[-]";"przeciętna liczba osób na 1 izbę;2003;[-]";"przeciętna liczba osób na 1 izbę;2004;[-]";"przeciętna liczba osób na 1 izbę;2005;[-]";"przeciętna liczba osób na 1 izbę;2006;[-]";"przeciętna liczba osób na 1 izbę;2007;[-]";"przeciętna liczba osób na 1 izbę;2008;[-]";"przeciętna liczba osób na 1 izbę;2009;[-]";"przeciętna liczba osób na 1 izbę;2010;[-]";"przeciętna liczba osób na 1 izbę;2011;[-]";"przeciętna liczba osób na 1 izbę;2012;[-]";"przeciętna liczba osób na 1 izbę;2013;[-]";"przeciętna liczba osób na 1 izbę;2014;[-]";"przeciętna liczba osób na 1 izbę;2015;[-]";"przeciętna liczba osób na 1 izbę;2016;[-]";"przeciętna liczba osób na 1 izbę;2017;[-]";"przeciętna liczba osób na 1 izbę;2018;[-]";"przeciętna liczba osób na 1 izbę;2019;[-]";"przeciętna liczba osób na 1 izbę;2020;[-]";"przeciętna liczba osób na 1 izbę;2021;[-]";"przeciętna liczba osób na 1 izbę;2022;[-]";
2813044;"Olecko - miasto (4)";;0,79;0,80;0,79;0,79;0,77;0,75;0,74;0,75;0,74;0,74;0,74;0,73;0,72;0,72;0,72;0,70;0,70;0,68;0,67;0,65;
2813045;"Olecko - obszar wiejski (5)";;0,94;0,94;0,93;0,93;0,91;0,91;0,91;0,92;0,91;0,90;0,89;0,87;0,86;0,85;0,84;0,83;0,81;0,74;0,73;0,72;
2813052;"Świętajno (2)";;0,83;0,81;0,80;0,81;0,80;0,78;0,77;0,80;0,80;0,79;0,79;0,79;0,79;0,78;0,76;0,75;0,74;0,65;0,63;0,62;
2813062;"Wieliczki (2)";;0,92;0,91;0,89;0,90;0,89;0,88;0,88;0,88;0,86;0,85;0,84;0,84;0,83;0,83;0,83;0,82;0,80;0,79;0,77;0,77;
2814000;"Powiat olsztyński";;0,88;0,87;0,86;0,86;0,85;0,83;0,81;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,68;0,67;0,66;
2814013;"Barczewo (3)";;0,89;0,89;0,88;0,88;0,87;0,85;0,84;0,81;0,80;0,79;0,78;0,77;0,75;0,74;0,74;0,72;0,71;0,69;0,68;0,67;
2814014;"Barczewo - miasto (4)";;0,92;0,91;0,91;0,90;0,89;0,88;0,87;0,85;0,83;0,83;0,82;0,81;0,79;0,77;0,76;0,73;0,73;0,74;0,73;0,73;
2814015;"Barczewo - obszar wiejski (5)";;0,86;0,87;0,86;0,86;0,85;0,83;0,82;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,65;0,65;0,64;
2814023;"Biskupiec (3)";;0,86;0,85;0,84;0,83;0,83;0,82;0,80;0,80;0,79;0,79;0,77;0,76;0,76;0,75;0,75;0,74;0,73;0,72;0,71;0,69;
2814024;"Biskupiec - miasto (4)";;0,80;0,79;0,78;0,77;0,76;0,75;0,73;0,75;0,75;0,74;0,72;0,72;0,71;0,71;0,70;0,70;0,69;0,67;0,66;0,64;
2814025;"Biskupiec - obszar wiejski (5)";;0,95;0,94;0,94;0,93;0,92;0,91;0,90;0,87;0,86;0,85;0,84;0,83;0,82;0,82;0,81;0,80;0,79;0,79;0,78;0,77;
2814033;"Dobre Miasto (3)";;0,89;0,89;0,88;0,87;0,87;0,86;0,85;0,83;0,83;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,73;0,72;0,71;
2814034;"Dobre Miasto - miasto (4)";;0,86;0,86;0,84;0,84;0,83;0,82;0,81;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,71;0,70;0,69;
2814035;"Dobre Miasto - obszar wiejski (5)";;0,95;0,96;0,96;0,95;0,94;0,93;0,91;0,88;0,88;0,87;0,86;0,86;0,85;0,84;0,84;0,82;0,81;0,77;0,76;0,75;
2814042;"Dywity (2)";;0,77;0,77;0,78;0,77;0,77;0,74;0,72;0,69;0,68;0,67;0,67;0,66;0,65;0,65;0,63;0,62;0,61;0,62;0,61;0,59;
2814052;"Gietrzwałd (2)";;0,81;0,81;0,80;0,79;0,79;0,78;0,76;0,72;0,71;0,70;0,69;0,69;0,68;0,67;0,67;0,66;0,65;0,61;0,61;0,60;
2814063;"Jeziorany (3)";;0,99;0,98;0,98;0,97;0,96;0,95;0,94;0,96;0,95;0,94;0,93;0,92;0,92;0,90;0,89;0,88;0,86;0,79;0,77;0,77;
2814064;"Jeziorany - miasto (4)";;1,03;1,04;1,02;1,02;1,01;1,00;0,98;0,99;0,97;0,97;0,96;0,96;0,95;0,94;0,93;0,91;0,89;0,84;0,83;0,82;
2814065;"Jeziorany - obszar wiejski (5)";;0,95;0,94;0,95;0,93;0,93;0,92;0,91;0,95;0,93;0,92;0,90;0,90;0,89;0,88;0,87;0,86;0,84;0,75;0,74;0,73;
2814072;"Jonkowo (2)";;0,84;0,82;0,83;0,81;0,81;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,71;0,71;0,70;0,70;0,69;0,66;0,66;0,64;
2814082;"Kolno (2)";;0,88;0,88;0,87;0,87;0,85;0,85;0,84;0,85;0,84;0,84;0,83;0,82;0,82;0,81;0,80;0,78;0,77;0,70;0,69;0,68;
2814093;"Olsztynek (3)";;0,94;0,94;0,93;0,92;0,91;0,91;0,90;0,87;0,86;0,85;0,85;0,84;0,81;0,81;0,80;0,79;0,78;0,75;0,74;0,72;
2814094;"Olsztynek - miasto (4)";;0,91;0,90;0,89;0,88;0,88;0,88;0,87;0,85;0,83;0,83;0,82;0,82;0,79;0,79;0,79;0,77;0,76;0,73;0,72;0,71;
2814095;"Olsztynek - obszar wiejski (5)";;0,99;0,98;0,97;0,97;0,96;0,95;0,93;0,90;0,89;0,88;0,88;0,86;0,84;0,83;0,82;0,81;0,80;0,78;0,76;0,74;
2814102;"Purda (2)";;0,88;0,87;0,87;0,87;0,86;0,84;0,82;0,79;0,78;0,76;0,76;0,74;0,73;0,72;0,71;0,70;0,70;0,68;0,67;0,66;
2814112;"Stawiguda (2)";;0,76;0,76;0,75;0,71;0,69;0,64;0,62;0,59;0,59;0,59;0,54;0,54;0,52;0,51;0,51;0,50;0,49;0,59;0,59;0,57;
2814122;"Świątki (2)";;0,99;0,99;0,98;0,96;0,95;0,94;0,94;0,92;0,92;0,91;0,90;0,89;0,88;0,88;0,87;0,86;0,84;0,82;0,80;0,79;
2815000;"Powiat ostródzki";;0,90;0,89;0,88;0,87;0,86;0,85;0,84;0,84;0,83;0,82;0,81;0,79;0,78;0,78;0,77;0,76;0,75;0,72;0,71;0,70;
2815011;"Ostróda (1)";;0,84;0,83;0,82;0,81;0,79;0,77;0,77;0,76;0,75;0,74;0,74;0,73;0,72;0,72;0,71;0,70;0,70;0,68;0,67;0,65;
2815022;"Dąbrówno (2)";;0,93;0,93;0,92;0,91;0,90;0,88;0,87;0,92;0,90;0,89;0,87;0,86;0,83;0,83;0,82;0,81;0,79;0,74;0,73;0,72;
2815032;"Grunwald (2)";;1,03;1,04;1,03;1,03;1,03;1,03;1,01;1,03;1,02;1,01;0,99;0,99;0,98;0,97;0,96;0,93;0,92;0,85;0,84;0,82;
2815042;"Łukta (2)";;0,91;0,91;0,90;0,89;0,89;0,88;0,86;0,79;0,78;0,77;0,75;0,73;0,72;0,71;0,70;0,68;0,67;0,74;0,73;0,72;
2815052;"Małdyty (2)";;0,92;0,91;0,91;0,90;0,89;0,88;0,88;0,91;0,90;0,88;0,86;0,86;0,85;0,84;0,84;0,84;0,83;0,79;0,77;0,76;
2815063;"Miłakowo (3)";;0,95;0,95;0,94;0,94;0,93;0,92;0,91;0,93;0,93;0,92;0,90;0,88;0,87;0,86;0,86;0,83;0,82;0,74;0,73;0,72;
2815064;"Miłakowo - miasto (4)";;0,90;0,90;0,89;0,89;0,89;0,88;0,88;0,87;0,87;0,84;0,82;0,81;0,80;0,79;0,79;0,76;0,75;0,70;0,69;0,67;
2815065;"Miłakowo - obszar wiejski (5)";;1,00;1,00;0,99;0,99;0,97;0,96;0,94;1,00;0,99;0,99;0,97;0,95;0,95;0,94;0,93;0,91;0,89;0,79;0,78;0,76;
2815073;"Miłomłyn (3)";;0,87;0,86;0,86;0,86;0,84;0,83;0,82;0,78;0,76;0,75;0,74;0,73;0,72;0,71;0,70;0,69;0,67;0,68;0,67;0,66;
2815074;"Miłomłyn - miasto (4)";;0,86;0,85;0,86;0,86;0,85;0,84;0,82;0,76;0,75;0,72;0,72;0,71;0,70;0,69;0,69;0,68;0,67;0,68;0,67;0,66;
2815075;"Miłomłyn - obszar wiejski (5)";;0,88;0,88;0,87;0,85;0,83;0,82;0,82;0,79;0,78;0,77;0,77;0,75;0,73;0,72;0,71;0,70;0,68;0,68;0,67;0,66;
2815083;"Morąg (3)";;0,92;0,91;0,90;0,89;0,88;0,86;0,85;0,87;0,87;0,85;0,84;0,83;0,81;0,81;0,80;0,79;0,77;0,75;0,73;0,72;
2815084;"Morąg - miasto (4)";;0,87;0,86;0,85;0,84;0,82;0,81;0,80;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,70;0,69;0,68;
2815085;"Morąg - obszar wiejski (5)";;0,99;0,98;0,97;0,97;0,97;0,96;0,95;0,97;0,97;0,95;0,93;0,91;0,90;0,89;0,87;0,86;0,84;0,81;0,79;0,77;
2815092;"Ostróda (2)";;0,94;0,93;0,93;0,92;0,91;0,90;0,89;0,88;0,87;0,85;0,83;0,80;0,80;0,79;0,79;0,77;0,76;0,73;0,72;0,70;
2816000;"Powiat piski";;0,88;0,88;0,87;0,86;0,85;0,84;0,82;0,83;0,82;0,81;0,79;0,79;0,78;0,77;0,76;0,75;0,74;0,70;0,69;0,68;
2816013;"Biała Piska (3)";;0,98;0,97;0,96;0,95;0,94;0,93;0,92;0,96;0,95;0,94;0,92;0,91;0,90;0,89;0,88;0,87;0,86;0,79;0,77;0,75;
2816014;"Biała Piska - miasto (4)";;0,95;0,93;0,92;0,92;0,92;0,91;0,89;0,90;0,89;0,88;0,86;0,85;0,85;0,84;0,83;0,82;0,82;0,78;0,74;0,73;
2816015;"Biała Piska - obszar wiejski (5)";;1,00;0,99;0,98;0,97;0,95;0,94;0,93;0,99;0,98;0,96;0,95;0,94;0,93;0,92;0,90;0,90;0,87;0,79;0,78;0,76;
2816023;"Orzysz (3)";;0,84;0,83;0,83;0,80;0,80;0,78;0,77;0,78;0,77;0,75;0,73;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,66;0,65;
2816024;"Orzysz - miasto (4)";;0,86;0,85;0,84;0,81;0,81;0,80;0,79;0,79;0,78;0,75;0,73;0,73;0,72;0,71;0,70;0,70;0,69;0,69;0,68;0,67;
2816025;"Orzysz - obszar wiejski (5)";;0,82;0,81;0,81;0,80;0,78;0,76;0,74;0,77;0,76;0,75;0,73;0,72;0,71;0,70;0,69;0,67;0,65;0,63;0,62;0,62;
2816033;"Pisz (3)";;0,89;0,88;0,87;0,87;0,86;0,85;0,84;0,83;0,83;0,81;0,80;0,79;0,78;0,77;0,76;0,76;0,75;0,72;0,70;0,69;
2816034;"Pisz - miasto (4)";;0,86;0,86;0,85;0,84;0,84;0,83;0,82;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,75;0,75;0,72;0,70;0,69;
2816035;"Pisz - obszar wiejski (5)";;0,97;0,95;0,94;0,94;0,92;0,90;0,89;0,87;0,86;0,85;0,84;0,81;0,80;0,78;0,77;0,76;0,75;0,72;0,70;0,69;
2816043;"Ruciane-Nida (3)";;0,80;0,79;0,79;0,77;0,76;0,75;0,73;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,67;0,65;0,64;0,61;0,59;0,59;
2816044;"Ruciane-Nida - miasto (4)";;0,80;0,80;0,79;0,77;0,76;0,75;0,74;0,76;0,75;0,74;0,73;0,72;0,71;0,71;0,70;0,68;0,68;0,64;0,63;0,62;
2816045;"Ruciane-Nida - obszar wiejski (5)";;0,80;0,78;0,78;0,77;0,76;0,74;0,72;0,71;0,70;0,69;0,68;0,67;0,67;0,65;0,64;0,62;0,61;0,57;0,55;0,55;
2817000;"Powiat szczycieński";;0,90;0,89;0,88;0,87;0,86;0,84;0,83;0,83;0,82;0,81;0,79;0,78;0,77;0,76;0,75;0,73;0,72;0,69;0,68;0,66;
2817011;"Szczytno (1)";;0,84;0,83;0,81;0,80;0,79;0,79;0,77;0,76;0,75;0,73;0,72;0,71;0,70;0,69;0,67;0,66;0,65;0,63;0,62;0,60;
2817022;"Dźwierzuty (2)";;0,92;0,92;0,91;0,90;0,88;0,87;0,86;0,85;0,84;0,84;0,83;0,82;0,80;0,79;0,79;0,77;0,76;0,74;0,72;0,70;
2817032;"Jedwabno (2)";;0,86;0,85;0,84;0,83;0,83;0,80;0,79;0,75;0,75;0,74;0,73;0,72;0,71;0,71;0,69;0,68;0,66;0,65;0,64;0,63;
2817043;"Pasym (3)";;0,84;0,83;0,83;0,82;0,80;0,77;0,77;0,77;0,76;0,74;0,73;0,72;0,71;0,70;0,69;0,68;0,66;0,62;0,61;0,60;
2817044;"Pasym - miasto (4)";;0,83;0,82;0,82;0,81;0,80;0,76;0,76;0,76;0,75;0,75;0,73;0,73;0,73;0,71;0,71;0,69;0,67;0,62;0,61;0,60;
2817045;"Pasym - obszar wiejski (5)";;0,85;0,85;0,83;0,83;0,81;0,78;0,78;0,77;0,76;0,74;0,73;0,71;0,70;0,69;0,68;0,67;0,65;0,63;0,61;0,60;
2817052;"Rozogi (2)";;1,05;1,04;1,04;1,04;1,03;1,01;1,01;1,02;1,00;0,99;0,98;0,97;0,95;0,95;0,94;0,92;0,90;0,86;0,84;0,82;
2817062;"Szczytno (2)";;0,97;0,97;0,95;0,93;0,92;0,88;0,85;0,87;0,86;0,84;0,81;0,80;0,79;0,79;0,78;0,76;0,75;0,71;0,70;0,68;
2817072;"Świętajno (2)";;0,87;0,87;0,86;0,84;0,82;0,80;0,80;0,85;0,84;0,82;0,81;0,80;0,78;0,76;0,75;0,73;0,72;0,70;0,69;0,66;
2817082;"Wielbark (2)";;1,03;1,02;1,01;1,01;1,00;0,99;0,98;1,02;1,01;1,00;0,98;0,97;0,96;0,95;0,95;0,93;;;;;
2817083;"Wielbark (3)";;;;;;;;;;;;;;;;;;0,90;0,83;0,82;0,81;
2817084;"Wielbark - miasto (4)";;;;;;;;;;;;;;;;;;0,83;0,77;0,76;0,74;
2817085;"Wielbark - obszar wiejski (5)";;;;;;;;;;;;;;;;;;0,97;0,90;0,89;0,88;
2818000;"Powiat gołdapski";;0,85;0,84;0,84;0,82;0,82;0,80;0,80;0,81;0,81;0,80;0,79;0,78;0,78;0,77;0,76;0,75;0,74;0,71;0,70;0,69;
2818012;"Banie Mazurskie (2)";;0,83;0,82;0,80;0,79;0,79;0,77;0,77;0,78;0,77;0,77;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,66;0,65;0,63;
2818022;"Dubeninki (2)";;0,82;0,79;0,79;0,79;0,78;0,77;0,75;0,78;0,77;0,77;0,76;0,75;0,73;0,72;0,72;0,71;0,69;0,67;0,66;0,64;
2818033;"Gołdap (3)";;0,86;0,86;0,86;0,84;0,83;0,81;0,81;0,82;0,82;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,75;0,72;0,71;0,70;
2818034;"Gołdap - miasto (4)";;0,84;0,84;0,83;0,80;0,80;0,77;0,77;0,77;0,77;0,77;0,75;0,75;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,68;
2818035;"Gołdap - obszar wiejski (5)";;0,91;0,91;0,91;0,91;0,92;0,90;0,91;0,95;0,95;0,94;0,92;0,91;0,91;0,89;0,88;0,86;0,85;0,79;0,78;0,76;
2819000;"Powiat węgorzewski";;0,82;0,81;0,80;0,78;0,78;0,76;0,76;0,76;0,75;0,74;0,73;0,73;0,72;0,71;0,70;0,69;0,68;0,65;0,65;0,64;
2819012;"Budry (2)";;0,82;0,82;0,81;0,80;0,79;0,78;0,77;0,77;0,77;0,76;0,75;0,75;0,75;0,74;0,73;0,72;0,70;0,70;0,69;0,68;
2819022;"Pozezdrze (2)";;0,84;0,83;0,81;0,82;0,80;0,79;0,79;0,75;0,75;0,73;0,72;0,71;0,71;0,69;0,69;0,67;0,66;0,63;0,62;0,61;
2819033;"Węgorzewo (3)";;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,76;0,74;0,74;0,73;0,73;0,72;0,71;0,70;0,69;0,68;0,65;0,65;0,63;
2819034;"Węgorzewo - miasto (4)";;0,83;0,82;0,81;0,79;0,78;0,76;0,75;0,77;0,76;0,75;0,74;0,74;0,73;0,72;0,71;0,70;0,70;0,67;0,66;0,65;
2819035;"Węgorzewo - obszar wiejski (5)";;0,77;0,76;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,72;0,72;0,71;0,70;0,69;0,67;0,67;0,65;0,62;0,61;0,60;
2861000;"Powiat m. Elbląg";;0,86;0,85;0,84;0,84;0,82;0,82;0,81;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,74;0,73;0,70;0,69;0,68;
2861011;"Elbląg (1)";;0,86;0,85;0,84;0,84;0,82;0,82;0,81;0,80;0,79;0,78;0,77;0,77;0,76;0,75;0,74;0,74;0,73;0,70;0,69;0,68;
2862000;"Powiat m. Olsztyn";;0,78;0,77;0,76;0,75;0,74;0,72;0,72;0,70;0,69;0,68;0,67;0,66;0,66;0,65;0,64;0,64;0,63;0,62;0,61;0,59;
2862011;"Olsztyn (1)";;0,78;0,77;0,76;0,75;0,74;0,72;0,72;0,70;0,69;0,68;0,67;0,66;0,66;0,65;0,64;0,64;0,63;0,62;0,61;0,59;
3000000;"WIELKOPOLSKIE";;0,84;0,83;0,82;0,82;0,81;0,80;0,79;0,77;0,76;0,75;0,74;0,74;0,73;0,72;0,71;0,70;0,69;0,66;0,65;0,64;
3001000;"Powiat chodzieski";;0,84;0,84;0,84;0,83;0,83;0,82;0,82;0,81;0,81;0,80;0,79;0,79;0,78;0,77;0,76;0,76;0,75;0,71;0,70;0,69;
3001011;"Chodzież (1)";;0,78;0,78;0,78;0,77;0,76;0,76;0,75;0,79;0,78;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,71;0,68;0,67;0,66;
3001022;"Budzyń (2)";;0,94;0,93;0,93;0,93;0,92;0,92;0,91;0,84;0,83;0,83;0,83;0,82;0,81;0,80;0,78;0,78;0,77;0,74;;;
3001023;"Budzyń (3)";;;;;;;;;;;;;;;;;;;;0,74;0,72;
3001024;"Budzyń - miasto (4)";;;;;;;;;;;;;;;;;;;;0,69;0,69;
3001025;"Budzyń - obszar wiejski (5)";;;;;;;;;;;;;;;;;;;;0,79;0,78;
3001032;"Chodzież (2)";;0,89;0,89;0,89;0,87;0,88;0,88;0,87;0,82;0,82;0,81;0,80;0,81;0,79;0,78;0,77;0,76;0,75;0,72;0,70;0,69;
3001043;"Margonin (3)";;0,85;0,85;0,85;0,84;0,84;0,84;0,84;0,82;0,81;0,81;0,80;0,80;0,79;0,78;0,77;0,78;0,77;0,74;0,73;0,71;
3001044;"Margonin - miasto (4)";;0,76;0,76;0,75;0,74;0,74;0,73;0,74;0,76;0,76;0,76;0,76;0,75;0,75;0,74;0,74;0,74;0,72;0,71;0,71;0,69;
3001045;"Margonin - obszar wiejski (5)";;0,94;0,95;0,96;0,95;0,94;0,95;0,95;0,88;0,87;0,86;0,84;0,84;0,84;0,82;0,81;0,82;0,81;0,76;0,74;0,74;
3001053;"Szamocin (3)";;0,87;0,86;0,86;0,86;0,86;0,85;0,85;0,85;0,85;0,84;0,83;0,83;0,82;0,82;0,81;0,79;0,79;0,75;0,73;0,72;
3001054;"Szamocin - miasto (4)";;0,84;0,83;0,84;0,83;0,83;0,82;0,81;0,81;0,80;0,80;0,79;0,79;0,79;0,78;0,77;0,75;0,75;0,70;0,68;0,66;
3001055;"Szamocin - obszar wiejski (5)";;0,90;0,90;0,90;0,91;0,91;0,90;0,91;0,91;0,91;0,91;0,89;0,89;0,88;0,87;0,86;0,85;0,84;0,82;0,81;0,80;
3002000;"Powiat czarnkowsko-trzcianecki";;0,85;0,85;0,85;0,84;0,84;0,83;0,83;0,81;0,80;0,80;0,79;0,78;0,78;0,77;0,76;0,75;0,74;0,72;0,71;0,69;
3002011;"Czarnków (1)";;0,83;0,81;0,81;0,80;0,80;0,79;0,79;0,78;0,77;0,76;0,76;0,75;0,74;0,72;0,72;0,70;0,69;0,69;0,68;0,67;
3002022;"Czarnków (2)";;0,91;0,90;0,91;0,91;0,91;0,91;0,90;0,86;0,86;0,85;0,84;0,84;0,83;0,83;0,81;0,80;0,80;0,75;0,74;0,73;
3002032;"Drawsko (2)";;0,83;0,83;0,82;0,82;0,81;0,80;0,81;0,74;0,74;0,73;0,72;0,72;0,71;0,70;0,69;0,68;0,67;0,69;0,67;0,66;
3002043;"Krzyż Wielkopolski (3)";;0,83;0,83;0,82;0,82;0,82;0,82;0,82;0,79;0,78;0,77;0,77;0,76;0,75;0,75;0,74;0,73;0,72;0,69;0,67;0,66;
3002044;"Krzyż Wielkopolski - miasto (4)";;0,85;0,86;0,85;0,85;0,85;0,85;0,84;0,80;0,79;0,78;0,78;0,76;0,76;0,76;0,75;0,74;0,73;0,70;0,68;0,67;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";;0,77;0,77;0,76;0,76;0,76;0,75;0,77;0,76;0,76;0,75;0,74;0,74;0,74;0,73;0,71;0,71;0,70;0,67;0,65;0,64;
3002052;"Lubasz (2)";;0,85;0,85;0,86;0,85;0,85;0,85;0,85;0,80;0,79;0,79;0,78;0,78;0,77;0,78;0,76;0,76;0,74;0,73;0,71;0,70;
3002062;"Połajewo (2)";;0,89;0,88;0,88;0,88;0,88;0,87;0,87;0,87;0,85;0,85;0,84;0,84;0,82;0,82;0,81;0,80;0,79;0,75;0,74;0,73;
3002073;"Trzcianka (3)";;0,83;0,83;0,82;0,82;0,82;0,81;0,80;0,80;0,80;0,79;0,78;0,78;0,77;0,76;0,75;0,75;0,74;0,71;0,69;0,68;
3002074;"Trzcianka - miasto (4)";;0,81;0,81;0,80;0,80;0,79;0,78;0,78;0,78;0,77;0,77;0,76;0,76;0,75;0,74;0,74;0,73;0,72;0,69;0,68;0,66;
3002075;"Trzcianka - obszar wiejski (5)";;0,88;0,88;0,88;0,89;0,88;0,88;0,88;0,86;0,86;0,85;0,84;0,83;0,82;0,81;0,80;0,80;0,79;0,74;0,73;0,72;
3002083;"Wieleń (3)";;0,89;0,88;0,87;0,87;0,87;0,87;0,86;0,86;0,85;0,85;0,83;0,82;0,82;0,81;0,80;0,80;0,79;0,76;0,74;0,73;
3002084;"Wieleń - miasto (4)";;0,89;0,89;0,87;0,87;0,87;0,86;0,85;0,86;0,84;0,84;0,82;0,81;0,81;0,80;0,79;0,78;0,77;0,77;0,76;0,74;
3002085;"Wieleń - obszar wiejski (5)";;0,88;0,87;0,88;0,87;0,87;0,87;0,87;0,87;0,86;0,85;0,84;0,84;0,83;0,82;0,81;0,81;0,80;0,75;0,73;0,72;
3003000;"Powiat gnieźnieński";;0,90;0,89;0,89;0,88;0,87;0,87;0,86;0,83;0,82;0,82;0,81;0,80;0,79;0,78;0,77;0,75;0,74;0,69;0,67;0,66;
3003011;"Gniezno (1)";;0,86;0,86;0,85;0,85;0,83;0,82;0,82;0,79;0,78;0,78;0,77;0,76;0,75;0,74;0,73;0,72;0,71;0,66;0,64;0,63;
3003023;"Czerniejewo (3)";;0,89;0,89;0,89;0,90;0,89;0,89;0,88;0,84;0,83;0,84;0,83;0,83;0,82;0,81;0,79;0,79;0,78;0,71;0,69;0,68;
3003024;"Czerniejewo - miasto (4)";;0,88;0,88;0,88;0,88;0,88;0,88;0,87;0,81;0,81;0,81;0,80;0,79;0,79;0,78;0,76;0,77;0,76;0,67;0,66;0,64;
3003025;"Czerniejewo - obszar wiejski (5)";;0,90;0,90;0,90;0,90;0,90;0,89;0,88;0,85;0,85;0,86;0,85;0,85;0,83;0,82;0,82;0,81;0,79;0,73;0,71;0,70;
3003032;"Gniezno (2)";;0,96;0,96;0,96;0,96;0,95;0,93;0,91;0,82;0,82;0,81;0,80;0,79;0,77;0,76;0,74;0,72;0,70;0,68;0,66;0,64;
3003042;"Kiszkowo (2)";;0,94;0,94;0,92;0,92;0,92;0,92;0,92;0,85;0,85;0,85;0,84;0,85;0,84;0,82;0,81;0,80;0,80;0,72;0,71;0,69;
3003053;"Kłecko (3)";;0,98;0,98;0,97;0,97;0,97;0,97;0,97;0,93;0,92;0,92;0,92;0,91;0,90;0,89;0,87;0,86;0,84;0,78;0,76;0,74;
3003054;"Kłecko - miasto (4)";;0,87;0,87;0,86;0,86;0,86;0,85;0,84;0,81;0,80;0,80;0,79;0,79;0,78;0,77;0,76;0,76;0,75;0,72;0,70;0,68;
3003055;"Kłecko - obszar wiejski (5)";;1,06;1,06;1,05;1,05;1,05;1,05;1,05;1,01;1,00;1,00;1,00;0,99;0,98;0,97;0,95;0,93;0,90;0,82;0,81;0,78;
3003062;"Łubowo (2)";;0,94;0,94;0,94;0,93;0,92;0,92;0,90;0,86;0,85;0,83;0,82;0,80;0,79;0,77;0,76;0,75;0,74;0,69;0,67;0,65;
3003072;"Mieleszyn (2)";;0,96;0,95;0,95;0,96;0,95;0,95;0,94;0,97;0,97;0,96;0,95;0,94;0,94;0,93;0,92;0,91;0,90;0,79;0,77;0,75;
3003082;"Niechanowo (2)";;0,96;0,96;0,96;0,96;0,95;0,95;0,95;0,92;0,92;0,91;0,91;0,89;0,88;0,88;0,87;0,85;0,83;0,75;0,73;0,72;
3003093;"Trzemeszno (3)";;0,91;0,91;0,91;0,90;0,89;0,89;0,88;0,88;0,87;0,86;0,85;0,84;0,83;0,81;0,80;0,79;0,78;0,72;0,70;0,69;
3003094;"Trzemeszno - miasto (4)";;0,88;0,88;0,87;0,87;0,86;0,86;0,86;0,82;0,81;0,81;0,80;0,79;0,78;0,76;0,75;0,74;0,73;0,69;0,67;0,66;
3003095;"Trzemeszno - obszar wiejski (5)";;0,96;0,96;0,95;0,94;0,93;0,92;0,91;0,95;0,94;0,93;0,92;0,90;0,90;0,88;0,87;0,86;0,85;0,75;0,74;0,72;
3003103;"Witkowo (3)";;0,93;0,92;0,91;0,90;0,89;0,88;0,87;0,84;0,84;0,82;0,81;0,80;0,79;0,78;0,77;0,76;0,75;0,70;0,69;0,68;
3003104;"Witkowo - miasto (4)";;0,88;0,87;0,86;0,84;0,82;0,80;0,81;0,78;0,78;0,76;0,74;0,73;0,73;0,71;0,70;0,70;0,69;0,66;0,64;0,64;
3003105;"Witkowo - obszar wiejski (5)";;1,00;1,00;0,99;1,00;0,99;1,00;0,99;0,94;0,94;0,94;0,94;0,92;0,91;0,90;0,89;0,88;0,86;0,78;0,76;0,75;
3004000;"Powiat gostyński";;0,89;0,88;0,88;0,88;0,88;0,87;0,87;0,84;0,84;0,83;0,82;0,82;0,81;0,80;0,79;0,78;0,77;0,72;0,71;0,69;
3004013;"Borek Wielkopolski (3)";;0,88;0,88;0,88;0,88;0,88;0,88;0,87;0,87;0,86;0,86;0,86;0,85;0,84;0,84;0,83;0,83;0,82;0,77;0,76;0,74;
3004014;"Borek Wielkopolski - miasto (4)";;0,73;0,74;0,73;0,73;0,74;0,74;0,74;0,73;0,73;0,73;0,73;0,72;0,72;0,71;0,70;0,70;0,69;0,67;0,66;0,65;
3004015;"Borek Wielkopolski - obszar wiejski (5)";;0,97;0,97;0,97;0,97;0,96;0,96;0,96;0,96;0,95;0,95;0,95;0,93;0,93;0,92;0,92;0,91;0,90;0,84;0,82;0,80;
