"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"ogółem - uzbrojone;2020;[ha]";"ogółem - uzbrojone;2021;[ha]";"ogółem - uzbrojone;2022;[ha]";
1014082;"Sieradz (2)";0,5;0,5;0,5;0,5;0,5;0,5;
1014093;"Warta (3)";15,9;15,0;14,1;15,9;15,0;14,1;
1014094;"Warta - miasto (4)";0,8;0,6;0,6;0,8;0,6;0,6;
1014095;"Warta - obszar wiejski (5)";15,1;14,4;13,5;15,1;14,4;13,5;
1014113;"Złoczew (3)";0,5;0,4;0,3;0,0;0,0;0,0;
1014114;"Złoczew - miasto (4)";0,5;0,4;0,3;0,0;0,0;0,0;
1015000;"Powiat skierniewicki";15,6;12,5;11,4;6,9;6,9;5,9;
1015012;"Bolimów (2)";4,2;2,9;;0,2;1,0;;
1015013;"Bolimów (3)";;;1,8;;;0,0;
1015014;"Bolimów - miasto (4)";;;1,7;;;0,0;
1015015;"Bolimów - obszar wiejski (5)";;;0,1;;;0,0;
1015022;"Głuchów (2)";0,5;0,5;0,5;0,0;0,0;0,0;
1015042;"Kowiesy (2)";1,1;0,3;0,3;1,1;0,3;0,3;
1015052;"Lipce Reymontowskie (2)";4,6;4,1;4,1;3,9;3,9;3,9;
1015062;"Maków (2)";3,5;3,0;3,0;0,0;0,0;0,0;
1015082;"Skierniewice (2)";1,7;1,7;1,7;1,7;1,7;1,7;
1016000;"Powiat tomaszowski";13,2;12,4;10,2;10,5;10,3;8,2;
1016011;"Tomaszów Mazowiecki (1)";0,8;0,8;0,8;0,8;0,8;0,8;
1016042;"Czerniewice (2)";1,0;0,8;0,7;0,0;0,0;0,0;
1016052;"Inowłódz (2)";1,3;1,3;0,0;1,3;1,3;0,0;
1016062;"Lubochnia (2)";2,5;2,5;2,5;2,5;2,5;2,5;
1016072;"Rokiciny (2)";1,7;1,3;1,3;0,0;0,0;0,0;
1016102;"Ujazd (2)";0,8;0,8;0,8;0,8;0,8;0,8;
1016112;"Żelechlinek (2)";5,1;4,9;4,1;5,1;4,9;4,1;
1017000;"Powiat wieluński";13,2;12,0;12,7;12,3;11,6;11,9;
1017032;"Konopnica (2)";0,2;0,2;0,2;0,2;0,2;0,2;
1017062;"Ostrówek (2)";1,8;0,4;0,4;0,9;0,3;0,3;
1017082;"Skomlin (2)";0,0;0,0;0,7;0,0;0,0;0,0;
1017093;"Wieluń (3)";11,2;10,9;10,9;11,2;10,9;10,9;
1017094;"Wieluń - miasto (4)";9,3;9,0;9,0;9,3;9,0;9,0;
1017095;"Wieluń - obszar wiejski (5)";1,9;1,9;1,9;1,9;1,9;1,9;
1017102;"Wierzchlas (2)";0,0;0,5;0,5;0,0;0,2;0,5;
1018000;"Powiat wieruszowski";7,7;7,1;7,5;7,2;6,6;6,6;
1018012;"Bolesławiec (2)";0,5;0,4;0,4;0,5;0,4;0,4;
1018022;"Czastary (2)";0,2;0,2;0,2;0,2;0,2;0,2;
1018032;"Galewice (2)";1,5;1,5;1,5;1,5;1,5;1,5;
1018052;"Łubnice (2)";0,2;0,2;0,2;0,2;0,2;0,2;
1018073;"Wieruszów (3)";5,3;4,8;5,2;4,8;4,3;4,3;
1018074;"Wieruszów - miasto (4)";3,5;3,0;2,8;3,2;2,7;2,6;
1018075;"Wieruszów - obszar wiejski (5)";1,8;1,8;2,4;1,6;1,6;1,7;
1019000;"Powiat zduńskowolski";26,5;24,5;21,8;12,9;11,8;10,5;
1019011;"Zduńska Wola (1)";19,3;18,2;16,9;12,8;11,7;10,4;
1019023;"Szadek (3)";1,4;1,1;1,1;0,0;0,0;0,0;
1019024;"Szadek - miasto (4)";0,3;0,0;0,0;0,0;0,0;0,0;
1019025;"Szadek - obszar wiejski (5)";1,1;1,1;1,1;0,0;0,0;0,0;
1019032;"Zapolice (2)";0,1;0,1;0,1;0,1;0,1;0,1;
1019042;"Zduńska Wola (2)";5,7;5,1;3,7;0,0;0,0;0,0;
1020000;"Powiat zgierski";302,5;301,1;292,2;273,8;265,6;262,7;
1020011;"Głowno (1)";2,2;1,7;2,5;2,2;1,7;2,5;
1020021;"Ozorków (1)";30,5;30,0;29,7;3,2;2,8;2,5;
1020031;"Zgierz (1)";10,8;9,3;6,7;10,8;9,3;6,7;
1020043;"Aleksandrów Łódzki (3)";243,7;239,6;238,7;243,7;239,6;238,7;
1020044;"Aleksandrów Łódzki - miasto (4)";205,5;204,6;204,5;205,5;204,6;204,5;
1020045;"Aleksandrów Łódzki - obszar wiejski (5)";38,2;35,0;34,2;38,2;35,0;34,2;
1020052;"Głowno (2)";3,4;3,4;3,4;3,4;3,4;3,4;
1020062;"Ozorków (2)";3,0;2,4;2,0;3,0;2,4;2,0;
1020072;"Parzęczew (2)";1,8;8,5;2,8;1,8;1,6;1,3;
1020083;"Stryków (3)";2,9;2,6;3,4;1,5;1,2;2,6;
1020084;"Stryków - miasto (4)";1,9;1,6;2,4;0,5;0,2;1,6;
1020085;"Stryków - obszar wiejski (5)";1,0;1,0;1,0;1,0;1,0;1,0;
1020092;"Zgierz (2)";4,2;3,6;3,0;4,2;3,6;3,0;
1021000;"Powiat brzeziński";6,3;6,3;5,2;4,9;4,9;3,8;
1021011;"Brzeziny (1)";4,5;4,5;3,4;4,1;4,1;3,0;
1021022;"Brzeziny (2)";1,4;1,4;1,4;0,7;0,7;0,7;
1021042;"Jeżów (2)";0,1;0,1;0,1;0,1;0,1;0,1;
1021052;"Rogów (2)";0,3;0,3;0,3;0,0;0,0;0,0;
1061000;"Powiat m. Łódź";1111,7;1119,6;1199,3;714,9;728,4;776,4;
1061011;"Łódź (1)";1111,7;1119,6;1199,3;714,9;728,4;776,4;
1062000;"Powiat m. Piotrków Trybunalski";68,3;66,7;66,3;35,1;35,1;35,1;
1062011;"Piotrków Trybunalski (1)";68,3;66,7;66,3;35,1;35,1;35,1;
1063000;"Powiat m. Skierniewice";0,7;0,4;0,4;0,7;0,4;0,4;
1063011;"Skierniewice (1)";0,7;0,4;0,4;0,7;0,4;0,4;
1200000;"MAŁOPOLSKIE";3603,5;3582,1;3499,1;578,4;562,4;483,2;
1201000;"Powiat bocheński";61,0;59,8;58,9;42,2;41,4;41,0;
1201011;"Bochnia (1)";3,9;3,5;3,3;2,1;2,1;2,1;
1201022;"Bochnia (2)";4,2;3,6;3,2;4,2;3,6;3,2;
1201032;"Drwinia (2)";34,0;34,0;34,0;34,0;34,0;34,0;
1201042;"Lipnica Murowana (2)";10,8;10,8;10,8;0,0;0,0;0,0;
1201052;"Łapanów (2)";0,8;0,8;0,8;0,8;0,8;0,8;
1201063;"Nowy Wiśnicz (3)";6,5;6,5;6,2;0,7;0,7;0,7;
1201064;"Nowy Wiśnicz - miasto (4)";0,6;0,6;0,6;0,6;0,6;0,6;
1201065;"Nowy Wiśnicz - obszar wiejski (5)";5,9;5,9;5,6;0,1;0,1;0,1;
1201092;"Żegocina (2)";0,8;0,6;0,6;0,4;0,2;0,2;
1202000;"Powiat brzeski";64,0;57,0;48,9;45,9;39,7;35,4;
1202012;"Borzęcin (2)";15,1;12,0;6,0;10,1;7,4;3,0;
1202023;"Brzesko (3)";28,2;25,0;23,7;26,0;22,8;23,7;
1202024;"Brzesko - miasto (4)";24,7;22,5;22,3;24,7;22,5;22,3;
1202025;"Brzesko - obszar wiejski (5)";3,5;2,5;1,4;1,3;0,3;1,4;
1202042;"Dębno (2)";9,8;9,5;8,4;9,8;9,5;8,4;
1202052;"Gnojnik (2)";0,0;0,0;0,3;0,0;0,0;0,3;
1202072;"Szczurowa (2)";10,9;10,5;10,5;0,0;0,0;0,0;
1203000;"Powiat chrzanowski";67,8;65,7;64,4;23,6;22,0;21,1;
1203013;"Alwernia (3)";30,0;30,0;30,0;11,2;11,2;11,2;
1203014;"Alwernia - miasto (4)";10,2;10,2;10,2;10,2;10,2;10,2;
1203015;"Alwernia - obszar wiejski (5)";19,8;19,8;19,8;1,0;1,0;1,0;
1203022;"Babice (2)";1,7;1,2;1,2;1,7;1,2;1,2;
1203033;"Chrzanów (3)";13,2;13,6;12,4;5,6;6,0;4,9;
1203034;"Chrzanów - miasto (4)";11,0;11,1;10,5;3,8;3,9;3,3;
1203035;"Chrzanów - obszar wiejski (5)";2,2;2,5;1,9;1,8;2,1;1,6;
1203043;"Libiąż (3)";5,9;5,9;6,1;2,4;2,4;2,6;
1203044;"Libiąż - miasto (4)";5,5;5,5;5,9;2,0;2,0;2,4;
1203045;"Libiąż - obszar wiejski (5)";0,4;0,4;0,2;0,4;0,4;0,2;
1203053;"Trzebinia (3)";17,0;15,0;14,7;2,7;1,2;1,2;
1203054;"Trzebinia - miasto (4)";4,7;4,3;10,6;0,4;0,5;0,7;
1203055;"Trzebinia - obszar wiejski (5)";12,3;10,7;4,1;2,3;0,7;0,5;
1204000;"Powiat dąbrowski";10,0;10,0;10,0;3,9;3,9;2,8;
1204023;"Dąbrowa Tarnowska (3)";6,2;6,2;6,2;1,1;1,1;0,0;
1204024;"Dąbrowa Tarnowska - miasto (4)";5,1;5,1;5,1;1,1;1,1;0,0;
1204025;"Dąbrowa Tarnowska - obszar wiejski (5)";1,1;1,1;1,1;0,0;0,0;0,0;
1204052;"Olesno (2)";1,1;1,1;1,1;1,1;1,1;1,1;
1204073;"Szczucin (3)";2,7;2,7;2,7;1,7;1,7;1,7;
1204074;"Szczucin - miasto (4)";2,7;2,7;2,7;1,7;1,7;1,7;
1205000;"Powiat gorlicki";45,3;48,1;45,9;17,4;15,3;11,2;
1205011;"Gorlice (1)";5,6;4,8;4,8;0,0;0,0;0,0;
1205023;"Biecz (3)";15,1;12,5;10,3;15,1;12,5;8,4;
1205024;"Biecz - miasto (4)";11,5;8,9;5,7;11,5;8,9;3,8;
1205025;"Biecz - obszar wiejski (5)";3,6;3,6;4,6;3,6;3,6;4,6;
1205033;"Bobowa (3)";0,9;0,9;0,9;0,6;0,6;0,6;
1205034;"Bobowa - miasto (4)";0,3;0,3;0,3;0,0;0,0;0,0;
1205035;"Bobowa - obszar wiejski (5)";0,6;0,6;0,6;0,6;0,6;0,6;
1205042;"Gorlice (2)";0,4;0,4;0,4;0,4;0,4;0,4;
1205062;"Łużna (2)";0,0;0,3;0,3;0,0;0,0;0,0;
1205082;"Ropa (2)";0,0;0,5;0,5;0,0;0,5;0,5;
1205092;"Sękowa (2)";1,3;8,7;8,7;1,3;1,3;1,3;
1205102;"Uście Gorlickie (2)";22,0;20,0;20,0;0,0;0,0;0,0;
1206000;"Powiat krakowski";2814,4;2815,1;2814,6;109,5;110,2;110,7;
1206012;"Czernichów (2)";40,0;39,9;39,8;40,0;39,9;39,8;
1206032;"Iwanowice (2)";3,2;3,2;3,2;1,6;1,6;1,6;
1206042;"Jerzmanowice-Przeginia (2)";1,5;1,5;1,5;0,4;0,4;0,4;
1206052;"Kocmyrzów-Luborzyca (2)";10,1;10,1;10,1;10,1;10,1;10,1;
1206063;"Krzeszowice (3)";2710,4;2710,4;2709,4;15,7;15,7;15,7;
1206064;"Krzeszowice - miasto (4)";572,5;572,5;571,9;1,1;1,1;1,1;
1206065;"Krzeszowice - obszar wiejski (5)";2137,9;2137,9;2137,5;14,6;14,6;14,6;
1206092;"Mogilany (2)";7,6;8,7;8,7;7,6;8,7;8,7;
1206113;"Skawina (3)";8,5;8,2;9,3;8,5;8,2;9,3;
1206114;"Skawina - miasto (4)";3,3;3,2;1,2;3,3;3,2;1,2;
1206115;"Skawina - obszar wiejski (5)";5,2;5,0;8,1;5,2;5,0;8,1;
1206123;"Słomniki (3)";1,6;1,6;1,6;1,6;1,6;1,6;
1206124;"Słomniki - miasto (4)";1,6;1,6;1,6;1,6;1,6;1,6;
1206132;"Sułoszowa (2)";0,7;0,7;0,7;0,7;0,7;0,7;
1206143;"Świątniki Górne (3)";6,5;6,5;6,5;2,0;2,0;2,0;
1206144;"Świątniki Górne - miasto (4)";3,1;3,1;3,1;0,9;0,9;0,9;
1206145;"Świątniki Górne - obszar wiejski (5)";3,4;3,4;3,4;1,1;1,1;1,1;
1206162;"Zabierzów (2)";21,3;21,3;20,8;21,3;21,3;20,8;
1206172;"Zielonki (2)";3,0;3,0;3,0;0,0;0,0;0,0;
1207000;"Powiat limanowski";11,1;10,1;9,7;5,1;4,1;4,0;
1207011;"Limanowa (1)";0,8;0,7;0,6;0,8;0,7;0,6;
1207021;"Mszana Dolna (1)";4,7;4,7;4,4;0,4;0,4;0,4;
1207032;"Dobra (2)";0,6;0,6;0,6;0,6;0,6;0,6;
1207042;"Jodłownik (2)";2,2;2,2;2,2;0,5;0,5;0,5;
1207052;"Kamienica (2)";0,9;0,0;0,0;0,9;0,0;0,0;
1207062;"Laskowa (2)";0,2;0,2;0,2;0,2;0,2;0,2;
1207072;"Limanowa (2)";1,1;1,1;1,1;1,1;1,1;1,1;
1207112;"Słopnice (2)";0,4;0,4;0,4;0,4;0,4;0,4;
1207122;"Tymbark (2)";0,2;0,2;0,2;0,2;0,2;0,2;
1208000;"Powiat miechowski";4,9;4,0;3,3;2,4;2,4;2,4;
1208053;"Miechów (3)";2,5;1,6;0,9;0,0;0,0;0,0;
1208054;"Miechów - miasto (4)";1,0;0,2;0,0;0,0;0,0;0,0;
1208055;"Miechów - obszar wiejski (5)";1,5;1,4;0,9;0,0;0,0;0,0;
1208062;"Racławice (2)";1,8;1,8;1,8;1,8;1,8;1,8;
1208072;"Słaboszów (2)";0,6;0,6;0,6;0,6;0,6;0,6;
1209000;"Powiat myślenicki";26,5;26,3;25,1;23,2;23,0;23,0;
1209013;"Dobczyce (3)";12,3;12,3;12,3;11,2;11,2;11,2;
1209014;"Dobczyce - miasto (4)";10,7;10,7;10,7;10,2;10,2;10,2;
1209015;"Dobczyce - obszar wiejski (5)";1,6;1,6;1,6;1,0;1,0;1,0;
1209033;"Myślenice (3)";10,0;10,0;10,0;10,0;10,0;10,0;
1209034;"Myślenice - miasto (4)";9,0;9,0;9,0;9,0;9,0;9,0;
1209035;"Myślenice - obszar wiejski (5)";1,0;1,0;1,0;1,0;1,0;1,0;
1209042;"Pcim (2)";1,2;1,2;0,0;0,0;0,0;0,0;
1209062;"Siepraw (2)";2,0;1,8;1,8;2,0;1,8;1,8;
1209082;"Tokarnia (2)";1,0;1,0;1,0;0,0;0,0;0,0;
1210000;"Powiat nowosądecki";129,4;130,4;55,3;91,5;92,7;27,0;
1210011;"Grybów (1)";3,0;3,0;3,0;3,0;3,0;3,0;
1210022;"Chełmiec (2)";10,1;10,1;10,1;10,1;10,1;10,1;
1210032;"Gródek nad Dunajcem (2)";2,0;2,0;2,0;0,2;2,0;0,2;
1210042;"Grybów (2)";4,0;3,1;2,8;2,0;1,6;1,6;
1210052;"Kamionka Wielka (2)";0,7;0,7;0,7;0,7;0,7;0,7;
1210062;"Korzenna (2)";75,0;75,0;0,0;64,0;64,0;0,0;
1210073;"Krynica-Zdrój (3)";12,0;12,0;12,0;2,0;2,0;2,0;
1210074;"Krynica-Zdrój - miasto (4)";5,0;5,0;5,0;1,0;1,0;1,0;
1210075;"Krynica-Zdrój - obszar wiejski (5)";7,0;7,0;7,0;1,0;1,0;1,0;
1210082;"Łabowa (2)";2,2;2,2;2,2;0,4;0,4;0,4;
1210092;"Łącko (2)";1,7;1,6;1,6;1,7;1,6;1,6;
1210102;"Łososina Dolna (2)";1,1;1,1;1,1;1,1;1,1;1,1;
1210113;"Muszyna (3)";12,0;11,8;12,0;1,2;1,2;1,3;
1210114;"Muszyna - miasto (4)";4,0;4,0;4,1;0,2;0,2;0,3;
1210115;"Muszyna - obszar wiejski (5)";8,0;7,8;7,9;1,0;1,0;1,0;
1210122;"Nawojowa (2)";2,3;2,3;2,3;2,3;2,3;2,3;
1210163;"Stary Sącz (3)";3,3;5,5;5,5;2,8;2,7;2,7;
1210164;"Stary Sącz - miasto (4)";1,5;3,8;3,8;1,0;1,0;1,0;
1210165;"Stary Sącz - obszar wiejski (5)";1,8;1,7;1,7;1,8;1,7;1,7;
1211000;"Powiat nowotarski";15,3;15,3;15,3;5,1;5,1;5,1;
1211011;"Nowy Targ (1)";3,7;3,7;3,7;1,7;1,7;1,7;
1211042;"Czorsztyn (2)";7,1;7,1;7,1;0,1;0,1;0,1;
1211062;"Krościenko nad Dunajcem (2)";1,2;1,2;1,2;0,0;0,0;0,0;
1211123;"Rabka-Zdrój (3)";3,3;3,3;3,3;3,3;3,3;3,3;
1211124;"Rabka-Zdrój - miasto (4)";3,2;3,2;3,2;3,2;3,2;3,2;
1211125;"Rabka-Zdrój - obszar wiejski (5)";0,1;0,1;0,1;0,1;0,1;0,1;
1212000;"Powiat olkuski";5,5;5,9;14,3;3,9;3,6;7,0;
1212011;"Bukowno (1)";0,0;0,0;9,1;0,0;0,0;3,4;
1212032;"Bolesław (2)";1,2;2,3;2,3;0,4;1,0;1,0;
1212042;"Klucze (2)";0,0;0,6;0,0;0,0;0,0;0,0;
1212053;"Olkusz (3)";3,3;2,0;1,9;2,5;1,6;1,6;
1212054;"Olkusz - miasto (4)";3,3;2,0;1,9;2,5;1,6;1,6;
1212073;"Wolbrom (3)";1,0;1,0;1,0;1,0;1,0;1,0;
1212074;"Wolbrom - miasto (4)";0,9;0,9;0,9;0,9;0,9;0,9;
1212075;"Wolbrom - obszar wiejski (5)";0,1;0,1;0,1;0,1;0,1;0,1;
1213000;"Powiat oświęcimski";90,5;85,5;82,9;75,1;73,1;71,2;
1213011;"Oświęcim (1)";65,7;64,9;63,1;65,7;64,9;63,1;
1213023;"Brzeszcze (3)";8,7;8,7;8,8;5,0;5,0;5,1;
1213024;"Brzeszcze - miasto (4)";1,7;1,7;1,7;1,5;1,5;1,5;
1213025;"Brzeszcze - obszar wiejski (5)";7,0;7,0;7,1;3,5;3,5;3,6;
1213033;"Chełmek (3)";2,8;2,3;2,0;2,8;2,3;2,0;
1213034;"Chełmek - miasto (4)";1,5;1,4;1,3;1,5;1,4;1,3;
1213035;"Chełmek - obszar wiejski (5)";1,3;0,9;0,7;1,3;0,9;0,7;
1213043;"Kęty (3)";0,4;0,4;0,5;0,4;0,4;0,5;
1213044;"Kęty - miasto (4)";0,0;0,0;0,1;0,0;0,0;0,1;
1213045;"Kęty - obszar wiejski (5)";0,4;0,4;0,4;0,4;0,4;0,4;
1213052;"Osiek (2)";0,2;0,2;0,2;0,2;0,2;0,2;
1213062;"Oświęcim (2)";2,5;2,0;1,8;0,3;0,3;0,3;
1213093;"Zator (3)";10,2;7,0;6,5;0,7;0,0;0,0;
1213094;"Zator - miasto (4)";10,0;3,6;3,1;0,7;0,0;0,0;
1213095;"Zator - obszar wiejski (5)";0,2;3,4;3,4;0,0;0,0;0,0;
1214000;"Powiat proszowicki";4,8;6,1;6,1;3,2;3,5;3,5;
1214012;"Koniusza (2)";1,8;1,8;1,8;1,8;1,8;1,8;
1214023;"Koszyce (3)";1,0;1,0;1,0;1,0;0,0;0,0;
1214025;"Koszyce - obszar wiejski (5)";1,0;1,0;1,0;1,0;0,0;0,0;
1214033;"Nowe Brzesko (3)";1,6;1,6;1,6;0,0;0,0;0,0;
1214034;"Nowe Brzesko - miasto (4)";0,6;0,6;0,6;0,0;0,0;0,0;
1214035;"Nowe Brzesko - obszar wiejski (5)";1,0;1,0;1,0;0,0;0,0;0,0;
1214053;"Proszowice (3)";0,4;1,7;1,7;0,4;1,7;1,7;
1214054;"Proszowice - miasto (4)";0,4;1,7;1,7;0,4;1,7;1,7;
1215000;"Powiat suski";9,1;9,1;9,1;5,5;5,5;5,5;
1215011;"Jordanów (1)";1,5;1,5;1,5;0,8;0,8;0,8;
1215021;"Sucha Beskidzka (1)";0,6;0,6;0,6;0,6;0,6;0,6;
1215032;"Budzów (2)";3,3;3,3;3,3;1,6;1,6;1,6;
1215052;"Jordanów (2)";3,5;3,5;3,5;2,5;2,5;2,5;
1215063;"Maków Podhalański (3)";0,2;0,2;0,2;0,0;0,0;0,0;
1215065;"Maków Podhalański - obszar wiejski (5)";0,2;0,2;0,2;0,0;0,0;0,0;
1216000;"Powiat tarnowski";39,4;40,4;36,9;6,2;7,0;3,4;
1216013;"Ciężkowice (3)";0,0;0,0;0,5;0,0;0,0;0,0;
1216014;"Ciężkowice - miasto (4)";0,0;0,0;0,5;0,0;0,0;0,0;
1216022;"Gromnik (2)";1,1;1,1;1,1;0,0;0,0;0,0;
1216032;"Lisia Góra (2)";0,3;0,3;0,3;0,0;0,0;0,0;
1216042;"Pleśna (2)";0,3;0,0;0,0;0,3;0,0;0,0;
1216053;"Radłów (3)";4,7;4,7;4,7;0,8;0,8;0,8;
1216055;"Radłów - obszar wiejski (5)";4,7;4,7;4,7;0,8;0,8;0,8;
1216063;"Ryglice (3)";2,1;2,8;0,7;2,1;2,8;0,7;
1216064;"Ryglice - miasto (4)";1,4;0,0;0,0;1,4;0,0;0,0;
1216065;"Ryglice - obszar wiejski (5)";0,7;2,8;0,7;0,7;2,8;0,7;
1216072;"Rzepiennik Strzyżewski (2)";0,3;0,3;0,2;0,0;0,0;0,0;
1216082;"Skrzyszów (2)";1,5;1,5;1,3;1,1;0,3;0,3;
1216092;"Tarnów (2)";4,8;4,8;5,0;0,0;0,0;0,0;
1216103;"Tuchów (3)";16,0;16,0;15,7;0,0;0,0;0,0;
1216104;"Tuchów - miasto (4)";1,5;1,5;1,5;0,0;0,0;0,0;
1216105;"Tuchów - obszar wiejski (5)";14,5;14,5;14,2;0,0;0,0;0,0;
1216112;"Wierzchosławice (2)";0,5;0,5;0,5;0,5;0,5;0,0;
1216122;"Wietrzychowice (2)";2,0;2,0;2,0;0,0;0,0;0,0;
1216133;"Wojnicz (3)";2,4;2,4;1,9;0,0;0,0;0,0;
1216134;"Wojnicz - miasto (4)";0,5;0,5;0,0;0,0;0,0;0,0;
1216135;"Wojnicz - obszar wiejski (5)";1,9;1,9;1,9;0,0;0,0;0,0;
1216143;"Zakliczyn (3)";0,8;0,8;0,8;0,0;0,0;0,0;
1216145;"Zakliczyn - obszar wiejski (5)";0,8;0,8;0,8;0,0;0,0;0,0;
1216153;"Żabno (3)";2,1;2,7;1,7;1,1;2,2;1,2;
1216154;"Żabno - miasto (4)";0,6;0,6;0,6;0,1;0,1;0,1;
1216155;"Żabno - obszar wiejski (5)";1,5;2,1;1,1;1,0;2,1;1,1;
1216162;"Szerzyny (2)";0,5;0,5;0,5;0,3;0,4;0,4;
1217000;"Powiat tatrzański";2,7;2,7;2,7;0,5;0,5;0,5;
1217011;"Zakopane (1)";2,7;2,7;2,7;0,5;0,5;0,5;
1218000;"Powiat wadowicki";63,8;61,1;61,3;21,0;18,5;18,9;
1218013;"Andrychów (3)";21,8;21,5;21,3;5,1;4,8;4,8;
1218014;"Andrychów - miasto (4)";20,7;20,4;20,2;4,2;3,9;3,9;
1218015;"Andrychów - obszar wiejski (5)";1,1;1,1;1,1;0,9;0,9;0,9;
1218022;"Brzeźnica (2)";7,9;7,9;7,9;7,9;7,9;7,9;
1218033;"Kalwaria Zebrzydowska (3)";26,4;25,8;25,8;0,4;0,0;0,0;
1218034;"Kalwaria Zebrzydowska - miasto (4)";24,6;24,1;24,1;0,4;0,0;0,0;
1218035;"Kalwaria Zebrzydowska - obszar wiejski (5)";1,8;1,7;1,7;0,0;0,0;0,0;
1218062;"Spytkowice (2)";3,8;2,0;1,6;3,8;2,0;1,6;
1218072;"Stryszów (2)";0,0;0,0;0,8;0,0;0,0;0,8;
1218093;"Wadowice (3)";3,5;3,5;3,5;3,4;3,4;3,4;
1218094;"Wadowice - miasto (4)";0,7;0,7;0,7;0,7;0,7;0,7;
1218095;"Wadowice - obszar wiejski (5)";2,8;2,8;2,8;2,7;2,7;2,7;
1218102;"Wieprz (2)";0,4;0,4;0,4;0,4;0,4;0,4;
1219000;"Powiat wielicki";103,3;101,0;99,6;86,3;84,0;82,1;
1219012;"Biskupice (2)";5,2;5,1;4,8;5,2;5,1;4,8;
1219022;"Gdów (2)";12,1;11,3;10,8;9,8;9,0;8,0;
1219032;"Kłaj (2)";2,6;2,5;2,5;2,6;2,5;2,5;
1219043;"Niepołomice (3)";36,2;36,1;36,1;36,2;36,1;36,1;
1219044;"Niepołomice - miasto (4)";22,0;21,0;21,0;22,0;21,0;21,0;
1219045;"Niepołomice - obszar wiejski (5)";14,2;15,1;15,1;14,2;15,1;15,1;
1219053;"Wieliczka (3)";47,2;46,0;45,4;32,5;31,3;30,7;
1219054;"Wieliczka - miasto (4)";16,4;16,0;15,8;8,5;8,1;7,9;
1219055;"Wieliczka - obszar wiejski (5)";30,8;30,0;29,6;24,0;23,2;22,8;
1261000;"Powiat m. Kraków";0,1;0,0;0,0;0,0;0,0;0,0;
1261011;"Kraków (1)";0,1;0,0;0,0;0,0;0,0;0,0;
1262000;"Powiat m. Nowy Sącz";1,5;1,5;1,0;1,2;1,2;0,7;
1262011;"Nowy Sącz (1)";1,5;1,5;1,0;1,2;1,2;0,7;
1263000;"Powiat m. Tarnów";33,1;27,0;33,8;5,7;5,7;6,7;
1263011;"Tarnów (1)";33,1;27,0;33,8;5,7;5,7;6,7;
1400000;"MAZOWIECKIE";1276,2;1277,6;1420,8;761,0;759,3;741,2;
1401000;"Powiat białobrzeski";44,0;44,8;45,1;28,3;29,1;29,9;
1401013;"Białobrzegi (3)";10,1;10,1;10,1;10,1;10,1;10,1;
1401014;"Białobrzegi - miasto (4)";5,1;5,1;5,1;5,1;5,1;5,1;
1401015;"Białobrzegi - obszar wiejski (5)";5,0;5,0;5,0;5,0;5,0;5,0;
1401022;"Promna (2)";10,3;11,1;11,9;10,3;11,1;11,9;
1401042;"Stara Błotnica (2)";0,3;0,3;0,3;0,0;0,0;0,0;
1401052;"Stromiec (2)";22,8;22,8;22,8;7,9;7,9;7,9;
1401063;"Wyśmierzyce (3)";0,5;0,5;0,0;0,0;0,0;0,0;
1401065;"Wyśmierzyce - obszar wiejski (5)";0,5;0,5;0,0;0,0;0,0;0,0;
1402000;"Powiat ciechanowski";34,9;35,5;34,6;11,7;11,4;10,9;
1402011;"Ciechanów (1)";1,8;1,2;0,5;1,0;0,8;0,4;
1402022;"Ciechanów (2)";5,9;8,3;8,3;0,0;0,0;0,0;
1402033;"Glinojeck (3)";5,3;5,3;5,3;4,7;4,7;4,7;
1402034;"Glinojeck - miasto (4)";4,7;4,7;4,7;4,7;4,7;4,7;
1402035;"Glinojeck - obszar wiejski (5)";0,6;0,6;0,6;0,0;0,0;0,0;
1402042;"Gołymin-Ośrodek (2)";3,0;3,0;3,0;1,0;1,0;1,0;
1402072;"Opinogóra Górna (2)";4,9;4,8;4,7;4,9;4,8;4,7;
1402082;"Regimin (2)";14,0;12,9;12,8;0,1;0,1;0,1;
1403000;"Powiat garwoliński";11,6;11,2;9,5;9,7;8,6;6,9;
1403011;"Garwolin (1)";0,9;0,9;0,7;0,9;0,9;0,7;
1403021;"Łaskarzew (1)";0,1;0,1;0,0;0,1;0,1;0,0;
1403042;"Garwolin (2)";0,5;0,5;0,5;0,5;0,5;0,5;
1403103;"Pilawa (3)";1,3;1,3;0,0;1,3;1,3;0,0;
1403104;"Pilawa - miasto (4)";0,7;0,7;0,0;0,7;0,7;0,0;
1403105;"Pilawa - obszar wiejski (5)";0,6;0,6;0,0;0,6;0,6;0,0;
1403112;"Sobolew (2)";6,5;6,5;6,5;4,6;4,6;4,6;
1403122;"Trojanów (2)";0,2;1,1;1,0;0,2;1,1;1,0;
1403132;"Wilga (2)";2,0;0,7;0,7;2,0;0,0;0,0;
1403143;"Żelechów (3)";0,1;0,1;0,1;0,1;0,1;0,1;
1403144;"Żelechów - miasto (4)";0,1;0,1;0,1;0,1;0,1;0,1;
1404000;"Powiat gostyniński";5,0;4,7;4,7;5,0;4,7;4,7;
