"Kod";"Nazwa";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"jednorodzinne - uzbrojone;2020;[ha]";"jednorodzinne - uzbrojone;2021;[ha]";"jednorodzinne - uzbrojone;2022;[ha]";
2211043;"Władysławowo (3)";11;9;9;0;0;0;
2211044;"Władysławowo - miasto (4)";2;1;2;0;0;0;
2211045;"Władysławowo - obszar wiejski (5)";9;8;7;0;0;0;
2211052;"Kosakowo (2)";14;14;13;3;3;3;
2211062;"Krokowa (2)";13;9;12;13;9;9;
2211072;"Puck (2)";20;20;19;0;0;0;
2212000;"Powiat słupski";287;273;267;21;10;17;
2212011;"Ustka (1)";2;2;2;2;2;2;
2212032;"Dębnica Kaszubska (2)";12;10;7;0;0;2;
2212053;"Kępice (3)";6;3;3;0;0;0;
2212055;"Kępice - obszar wiejski (5)";6;3;3;0;0;0;
2212062;"Kobylnica (2)";6;5;5;2;0;0;
2212082;"Słupsk (2)";77;71;71;11;5;5;
2212092;"Smołdzino (2)";14;14;14;1;1;1;
2212102;"Ustka (2)";171;169;167;5;2;7;
2213000;"Powiat starogardzki";44;48;45;7;15;12;
2213013;"Czarna Woda (3)";5;4;4;5;4;4;
2213014;"Czarna Woda - miasto (4)";5;4;4;5;4;4;
2213031;"Starogard Gdański (1)";31;32;30;1;2;1;
2213052;"Kaliska (2)";2;0;0;0;0;0;
2213062;"Lubichowo (2)";0;1;1;0;0;0;
2213072;"Osieczna (2)";0;1;1;0;1;1;
2213082;"Osiek (2)";1;1;0;0;0;0;
2213093;"Skarszewy (3)";3;0;2;0;0;0;
2213095;"Skarszewy - obszar wiejski (5)";3;0;2;0;0;0;
2213112;"Smętowo Graniczne (2)";1;1;1;0;0;0;
2213122;"Starogard Gdański (2)";0;7;7;0;7;7;
2213132;"Zblewo (2)";1;0;0;0;0;0;
2214000;"Powiat tczewski";44;43;42;7;7;7;
2214011;"Tczew (1)";33;32;31;3;3;3;
2214023;"Gniew (3)";2;2;2;1;1;1;
2214024;"Gniew - miasto (4)";2;2;2;1;1;1;
2214043;"Pelplin (3)";6;6;5;1;1;1;
2214044;"Pelplin - miasto (4)";5;5;5;1;1;1;
2214045;"Pelplin - obszar wiejski (5)";1;0;0;0;0;0;
2214062;"Tczew (2)";4;4;4;2;2;2;
2215000;"Powiat wejherowski";82;80;79;15;15;12;
2215011;"Reda (1)";1;1;1;0;0;0;
2215021;"Rumia (1)";15;15;11;15;15;11;
2215031;"Wejherowo (1)";1;1;1;0;0;0;
2215042;"Choczewo (2)";1;3;3;0;0;0;
2215052;"Gniewino (2)";8;7;7;0;0;0;
2215062;"Linia (2)";0;0;2;0;0;0;
2215072;"Luzino (2)";9;9;9;0;0;0;
2215082;"Łęczyce (2)";1;1;1;0;0;0;
2215092;"Szemud (2)";30;29;29;0;0;0;
2215102;"Wejherowo (2)";16;15;15;0;0;0;
2216000;"Powiat sztumski";18;17;17;13;12;12;
2216013;"Dzierzgoń (3)";2;2;2;2;2;2;
2216014;"Dzierzgoń - miasto (4)";2;2;2;2;2;2;
2216032;"Stary Dzierzgoń (2)";7;6;6;1;1;1;
2216053;"Sztum (3)";10;9;9;10;9;9;
2216054;"Sztum - miasto (4)";8;8;8;8;8;8;
2216055;"Sztum - obszar wiejski (5)";2;1;1;2;1;1;
2261000;"Powiat m. Gdańsk";232;231;230;209;208;207;
2261011;"Gdańsk (1)";232;231;230;209;208;207;
2262000;"Powiat m. Gdynia";4;3;2;4;3;2;
2262011;"Gdynia (1)";4;3;2;4;3;2;
2263000;"Powiat m. Słupsk";72;69;68;14;11;10;
2263011;"Słupsk (1)";72;69;68;14;11;10;
2400000;"ŚLĄSKIE";2304;2272;2351;1059;1009;1041;
2401000;"Powiat będziński";124;117;171;64;59;114;
2401011;"Będzin (1)";12;13;13;6;5;4;
2401021;"Czeladź (1)";17;13;70;15;12;70;
2401031;"Wojkowice (1)";1;1;1;0;0;0;
2401042;"Bobrowniki (2)";53;50;49;33;30;29;
2401052;"Mierzęcice (2)";2;1;1;0;0;0;
2401062;"Psary (2)";22;21;22;0;0;0;
2401073;"Siewierz (3)";11;11;11;11;11;11;
2401074;"Siewierz - miasto (4)";11;11;11;11;11;11;
2401081;"Sławków (1)";6;6;5;0;0;0;
2402000;"Powiat bielski";43;46;27;21;23;19;
2402022;"Bestwina (2)";2;2;1;2;2;1;
2402043;"Czechowice-Dziedzice (3)";12;12;13;8;8;8;
2402044;"Czechowice-Dziedzice - miasto (4)";11;12;12;7;8;8;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";1;1;1;1;1;1;
2402052;"Jasienica (2)";5;5;4;5;5;4;
2402062;"Jaworze (2)";0;2;2;0;2;2;
2402072;"Kozy (2)";23;23;7;5;5;2;
2402093;"Wilamowice (3)";2;2;2;2;2;2;
2402094;"Wilamowice - miasto (4)";1;1;1;1;1;1;
2402095;"Wilamowice - obszar wiejski (5)";1;1;1;1;1;1;
2403000;"Powiat cieszyński";140;124;123;77;62;61;
2403011;"Cieszyn (1)";104;103;103;52;52;51;
2403031;"Wisła (1)";16;1;1;16;1;1;
2403042;"Brenna (2)";1;1;1;0;0;0;
2403052;"Chybie (2)";3;1;1;1;1;1;
2403072;"Goleszów (2)";4;4;4;2;2;2;
2403082;"Hażlach (2)";3;3;3;0;0;0;
2403092;"Istebna (2)";1;1;1;0;0;0;
2403103;"Skoczów (3)";4;4;4;3;3;3;
2403105;"Skoczów - obszar wiejski (5)";4;4;4;3;3;3;
2403113;"Strumień (3)";3;3;3;3;3;3;
2403115;"Strumień - obszar wiejski (5)";3;3;3;3;3;3;
2403122;"Zebrzydowice (2)";3;3;3;0;0;0;
2404000;"Powiat częstochowski";140;138;150;89;87;90;
2404013;"Blachownia (3)";0;0;2;0;0;0;
2404014;"Blachownia - miasto (4)";0;0;1;0;0;0;
2404015;"Blachownia - obszar wiejski (5)";0;0;1;0;0;0;
2404032;"Janów (2)";60;59;59;60;59;59;
2404063;"Koniecpol (3)";0;0;6;0;0;6;
2404064;"Koniecpol - miasto (4)";0;0;4;0;0;4;
2404065;"Koniecpol - obszar wiejski (5)";0;0;2;0;0;2;
2404072;"Konopiska (2)";20;16;16;5;2;2;
2404082;"Kruszyna (2)";4;4;4;3;3;3;
2404092;"Lelów (2)";2;2;1;1;1;1;
2404102;"Mstów (2)";1;4;6;1;2;2;
2404112;"Mykanów (2)";15;15;15;15;15;15;
2404122;"Olsztyn (2)";18;18;;0;0;;
2404123;"Olsztyn (3)";;;22;;;0;
2404124;"Olsztyn - miasto (4)";;;2;;;0;
2404125;"Olsztyn - obszar wiejski (5)";;;19;;;0;
2404142;"Przyrów (2)";15;15;15;0;0;0;
2404152;"Rędziny (2)";5;5;4;4;4;1;
2405000;"Powiat gliwicki";151;149;134;34;32;27;
2405011;"Knurów (1)";9;8;8;2;1;1;
2405021;"Pyskowice (1)";13;12;7;11;10;5;
2405042;"Pilchowice (2)";33;33;33;0;0;0;
2405052;"Rudziniec (2)";19;18;18;19;18;18;
2405063;"Sośnicowice (3)";21;20;13;2;2;2;
2405064;"Sośnicowice - miasto (4)";10;10;4;1;1;1;
2405065;"Sośnicowice - obszar wiejski (5)";11;10;9;1;1;1;
2405073;"Toszek (3)";55;54;53;0;0;0;
2405074;"Toszek - miasto (4)";45;44;43;0;0;0;
2405075;"Toszek - obszar wiejski (5)";10;10;10;0;0;0;
2405082;"Wielowieś (2)";1;4;3;1;0;0;
2406000;"Powiat kłobucki";41;39;39;11;9;8;
2406013;"Kłobuck (3)";15;15;15;4;3;3;
2406014;"Kłobuck - miasto (4)";12;12;12;2;2;2;
2406015;"Kłobuck - obszar wiejski (5)";4;3;3;2;2;2;
2406023;"Krzepice (3)";16;16;16;0;0;0;
2406024;"Krzepice - miasto (4)";16;16;16;0;0;0;
2406032;"Lipie (2)";5;3;2;5;3;2;
2406042;"Miedźno (2)";0;0;1;0;0;1;
2406052;"Opatów (2)";0;0;1;0;0;0;
2406062;"Panki (2)";4;4;4;2;2;2;
2406092;"Wręczyca Wielka (2)";1;1;0;1;1;0;
2407000;"Powiat lubliniecki";54;52;52;30;28;29;
2407011;"Lubliniec (1)";15;15;14;2;2;2;
2407022;"Boronów (2)";11;11;11;11;11;11;
2407032;"Ciasna (2)";5;4;5;5;4;5;
2407052;"Kochanowice (2)";8;7;6;7;6;6;
2407062;"Koszęcin (2)";4;5;5;3;3;3;
2407072;"Pawonków (2)";3;3;3;3;3;3;
2407083;"Woźniki (3)";9;8;8;0;0;0;
2407084;"Woźniki - miasto (4)";8;8;8;0;0;0;
2408000;"Powiat mikołowski";57;53;50;24;20;18;
2408011;"Łaziska Górne (1)";12;9;8;9;6;4;
2408021;"Mikołów (1)";14;14;13;6;5;5;
2408031;"Orzesze (1)";21;22;21;2;2;2;
2408042;"Ornontowice (2)";5;5;5;5;5;5;
2408052;"Wyry (2)";4;4;4;2;2;2;
2409000;"Powiat myszkowski";30;29;29;27;27;26;
2409011;"Myszków (1)";6;5;5;4;4;4;
2409042;"Poraj (2)";23;22;22;23;22;22;
2409053;"Żarki (3)";2;1;1;1;1;1;
2409055;"Żarki - obszar wiejski (5)";1;1;1;0;0;0;
2410000;"Powiat pszczyński";15;16;21;4;4;10;
2410012;"Goczałkowice-Zdrój (2)";0;0;6;0;0;6;
2410022;"Kobiór (2)";1;1;1;1;1;1;
2410032;"Miedźna (2)";0;1;0;0;0;0;
2410042;"Pawłowice (2)";2;2;2;2;2;2;
2410053;"Pszczyna (3)";1;0;0;0;0;0;
2410055;"Pszczyna - obszar wiejski (5)";1;0;0;0;0;0;
2410062;"Suszec (2)";11;11;11;0;0;0;
2411000;"Powiat raciborski";48;45;44;23;22;23;
2411011;"Racibórz (1)";26;24;21;3;2;1;
2411022;"Kornowac (2)";1;1;1;1;1;1;
2411042;"Krzyżanowice (2)";1;1;1;1;1;1;
2411053;"Kuźnia Raciborska (3)";3;3;4;3;3;4;
2411054;"Kuźnia Raciborska - miasto (4)";3;3;3;2;2;2;
2411055;"Kuźnia Raciborska - obszar wiejski (5)";1;1;2;1;1;2;
2411062;"Nędza (2)";15;15;16;15;15;16;
2411072;"Pietrowice Wielkie (2)";1;0;0;1;0;0;
2412000;"Powiat rybnicki";9;9;10;2;2;2;
2412013;"Czerwionka-Leszczyny (3)";8;8;9;1;1;1;
2412014;"Czerwionka-Leszczyny - miasto (4)";8;8;9;1;1;1;
2412052;"Świerklany (2)";1;1;1;1;1;1;
2413000;"Powiat tarnogórski";133;130;127;64;63;61;
2413011;"Kalety (1)";1;1;1;1;1;1;
2413021;"Miasteczko Śląskie (1)";1;2;2;0;0;0;
2413031;"Radzionków (1)";3;2;1;0;0;0;
2413041;"Tarnowskie Góry (1)";54;53;53;1;1;1;
2413052;"Krupski Młyn (2)";2;1;1;0;0;0;
2413062;"Ożarowice (2)";2;2;2;2;2;2;
2413072;"Świerklaniec (2)";2;2;2;0;0;0;
2413082;"Tworóg (2)";28;27;27;19;19;19;
2413092;"Zbrosławice (2)";40;40;38;40;40;38;
2414000;"Powiat bieruńsko-lędziński";38;36;32;28;27;26;
2414011;"Bieruń (1)";14;14;14;14;14;14;
2414021;"Imielin (1)";8;8;8;8;8;8;
2414031;"Lędziny (1)";13;11;8;5;4;3;
2414042;"Bojszowy (2)";1;1;1;0;0;0;
2414052;"Chełm Śląski (2)";2;2;2;2;2;2;
2415000;"Powiat wodzisławski";39;39;37;25;24;22;
2415011;"Pszów (1)";3;3;3;3;3;3;
2415021;"Radlin (1)";2;2;1;2;2;1;
2415031;"Rydułtowy (1)";2;2;1;1;1;1;
2415041;"Wodzisław Śląski (1)";14;14;13;14;14;13;
2415052;"Godów (2)";1;2;2;1;1;1;
2415062;"Gorzyce (2)";4;4;4;3;3;3;
2415072;"Lubomia (2)";4;4;4;0;0;0;
2415082;"Marklowice (2)";8;8;8;0;0;0;
2415092;"Mszana (2)";1;1;0;1;1;0;
2416000;"Powiat zawierciański";143;138;143;46;45;40;
2416011;"Poręba (1)";13;11;9;0;0;0;
2416021;"Zawiercie (1)";84;82;94;5;5;5;
2416042;"Kroczyce (2)";5;5;4;5;5;4;
2416053;"Łazy (3)";28;28;27;28;28;27;
2416054;"Łazy - miasto (4)";10;10;10;10;10;10;
2416055;"Łazy - obszar wiejski (5)";18;18;17;18;18;17;
2416063;"Ogrodzieniec (3)";4;4;0;4;4;0;
2416064;"Ogrodzieniec - miasto (4)";1;1;0;1;1;0;
2416065;"Ogrodzieniec - obszar wiejski (5)";3;3;0;3;3;0;
2416073;"Pilica (3)";3;3;3;0;0;0;
2416074;"Pilica - miasto (4)";3;3;3;0;0;0;
2416092;"Włodowice (2)";6;6;6;3;3;3;
2417000;"Powiat żywiecki";7;5;5;6;5;4;
2417011;"Żywiec (1)";2;1;1;2;1;1;
2417032;"Gilowice (2)";1;1;0;0;1;0;
2417072;"Łękawica (2)";1;1;1;1;1;1;
2417082;"Łodygowice (2)";3;3;3;3;3;3;
2461000;"Powiat m. Bielsko-Biała";12;13;11;7;7;6;
2461011;"Bielsko-Biała (1)";12;13;11;7;7;6;
2462000;"Powiat m. Bytom";3;3;3;3;3;3;
2462011;"Bytom (1)";3;3;3;3;3;3;
2463000;"Powiat m. Chorzów";9;9;9;8;8;8;
2463011;"Chorzów (1)";9;9;9;8;8;8;
2464000;"Powiat m. Częstochowa";14;14;14;3;3;4;
2464011;"Częstochowa (1)";14;14;14;3;3;4;
2465000;"Powiat m. Dąbrowa Górnicza";8;8;5;4;3;2;
2465011;"Dąbrowa Górnicza (1)";8;8;5;4;3;2;
2466000;"Powiat m. Gliwice";131;131;128;100;99;97;
2466011;"Gliwice (1)";131;131;128;100;99;97;
2467000;"Powiat m. Jastrzębie-Zdrój";26;25;25;4;4;3;
2467011;"Jastrzębie-Zdrój (1)";26;25;25;4;4;3;
2468000;"Powiat m. Jaworzno";153;146;207;0;0;0;
2468011;"Jaworzno (1)";153;146;207;0;0;0;
2469000;"Powiat m. Katowice";133;133;133;38;38;38;
2469011;"Katowice (1)";133;133;133;38;38;38;
2470000;"Powiat m. Mysłowice";22;21;20;1;1;0;
2470011;"Mysłowice (1)";22;21;20;1;1;0;
2471000;"Powiat m. Piekary Śląskie";9;11;13;0;1;0;
2471011;"Piekary Śląskie (1)";9;11;13;0;1;0;
2472000;"Powiat m. Ruda Śląska";172;168;165;5;0;0;
2472011;"Ruda Śląska (1)";172;168;165;5;0;0;
2473000;"Powiat m. Rybnik";1;1;1;0;0;0;
2473011;"Rybnik (1)";1;1;1;0;0;0;
2474000;"Powiat m. Siemianowice Śląskie";2;8;8;0;0;0;
2474011;"Siemianowice Śląskie (1)";2;8;8;0;0;0;
2475000;"Powiat m. Sosnowiec";26;56;56;14;14;14;
2475011;"Sosnowiec (1)";26;56;56;14;14;14;
2476000;"Powiat m. Świętochłowice";33;33;33;0;0;0;
2476011;"Świętochłowice (1)";33;33;33;0;0;0;
2477000;"Powiat m. Tychy";2;1;0;2;1;0;
2477011;"Tychy (1)";2;1;0;2;1;0;
2478000;"Powiat m. Zabrze";278;277;276;278;277;276;
2478011;"Zabrze (1)";278;277;276;278;277;276;
2479000;"Powiat m. Żory";55;53;51;14;12;10;
2479011;"Żory (1)";55;53;51;14;12;10;
2600000;"ŚWIĘTOKRZYSKIE";211;201;188;147;143;142;
2601000;"Powiat buski";23;24;23;10;15;16;
2601013;"Busko-Zdrój (3)";16;16;16;10;10;10;
2601014;"Busko-Zdrój - miasto (4)";16;16;15;9;9;9;
2601015;"Busko-Zdrój - obszar wiejski (5)";1;1;1;1;1;1;
2601022;"Gnojno (2)";1;1;1;1;1;1;
2601052;"Solec-Zdrój (2)";2;2;2;0;0;1;
2601083;"Wiślica (3)";5;5;5;0;5;5;
2601085;"Wiślica - obszar wiejski (5)";5;5;5;0;5;5;
2602000;"Powiat jędrzejowski";6;6;6;3;3;3;
2602042;"Nagłowice (2)";1;1;1;1;1;1;
2602063;"Sędziszów (3)";2;2;2;1;1;1;
2602064;"Sędziszów - miasto (4)";2;2;2;1;1;1;
2602082;"Sobków (2)";3;3;3;1;1;1;
2603000;"Powiat kazimierski";6;6;6;3;5;4;
2603022;"Czarnocin (2)";3;3;3;3;3;3;
2603033;"Kazimierza Wielka (3)";2;2;2;0;0;0;
2603034;"Kazimierza Wielka - miasto (4)";1;1;1;0;0;0;
2603035;"Kazimierza Wielka - obszar wiejski (5)";1;1;1;0;0;0;
2603053;"Skalbmierz (3)";1;1;1;0;1;1;
2603054;"Skalbmierz - miasto (4)";1;1;1;0;1;1;
2604000;"Powiat kielecki";59;55;42;45;43;41;
2604043;"Chmielnik (3)";1;0;0;1;0;0;
2604053;"Daleszyce (3)";5;5;5;5;5;5;
2604055;"Daleszyce - obszar wiejski (5)";5;5;5;5;5;5;
2604073;"Łagów (3)";3;2;1;1;0;0;
2604074;"Łagów - miasto (4)";2;2;1;0;0;0;
2604075;"Łagów - obszar wiejski (5)";1;0;0;1;0;0;
2604082;"Łopuszno (2)";2;2;0;2;2;0;
2604092;"Masłów (2)";8;8;8;8;8;8;
2604102;"Miedziana Góra (2)";3;3;0;0;0;0;
2604112;"Mniów (2)";1;1;1;1;1;1;
2604123;"Morawica (3)";8;8;7;8;7;7;
2604124;"Morawica - miasto (4)";1;1;1;1;1;1;
2604125;"Morawica - obszar wiejski (5)";8;7;7;8;7;6;
2604142;"Piekoszów (2)";8;7;0;0;0;0;
2604162;"Raków (2)";13;13;13;13;13;13;
2604172;"Nowiny (2)";2;2;2;2;2;2;
2604192;"Zagnańsk (2)";5;5;5;5;5;5;
2605000;"Powiat konecki";13;13;14;11;11;13;
2605012;"Fałków (2)";0;0;3;0;0;3;
2605033;"Końskie (3)";4;4;2;2;2;2;
2605034;"Końskie - miasto (4)";2;2;1;0;0;0;
2605035;"Końskie - obszar wiejski (5)";2;2;2;2;2;2;
2605043;"Radoszyce (3)";1;1;1;1;1;1;
2605044;"Radoszyce - miasto (4)";1;1;1;1;1;1;
2605072;"Smyków (2)";1;1;1;1;1;1;
2605083;"Stąporków (3)";7;7;6;7;7;6;
2605084;"Stąporków - miasto (4)";3;3;3;3;3;3;
2605085;"Stąporków - obszar wiejski (5)";5;5;4;5;5;4;
2606000;"Powiat opatowski";12;12;11;12;12;11;
2606012;"Baćkowice (2)";1;0;0;1;0;0;
2606043;"Opatów (3)";2;1;1;2;1;1;
2606044;"Opatów - miasto (4)";1;1;1;1;1;1;
2606045;"Opatów - obszar wiejski (5)";1;1;1;1;1;1;
2606053;"Ożarów (3)";1;1;0;1;1;0;
2606054;"Ożarów - miasto (4)";1;1;0;1;1;0;
2606072;"Tarłów (2)";5;5;5;5;5;5;
2606082;"Wojciechowice (2)";4;4;4;4;4;4;
2607000;"Powiat ostrowiecki";38;34;33;29;22;21;
2607011;"Ostrowiec Świętokrzyski (1)";25;22;21;19;13;12;
2607043;"Ćmielów (3)";4;4;4;4;4;4;
2607044;"Ćmielów - miasto (4)";3;3;3;3;3;3;
2607045;"Ćmielów - obszar wiejski (5)";1;1;1;1;1;1;
2607053;"Kunów (3)";9;9;9;6;6;6;
2607054;"Kunów - miasto (4)";5;5;5;3;3;3;
2607055;"Kunów - obszar wiejski (5)";5;5;5;3;3;3;
2608000;"Powiat pińczowski";7;6;11;2;2;6;
2608022;"Kije (2)";5;4;9;2;2;6;
2608043;"Pińczów (3)";2;2;2;0;0;0;
2608044;"Pińczów - miasto (4)";2;2;2;0;0;0;
2609000;"Powiat sandomierski";5;4;4;3;3;3;
2609011;"Sandomierz (1)";3;3;3;3;3;3;
2609022;"Dwikozy (2)";1;1;1;0;0;0;
2609033;"Klimontów (3)";1;1;1;0;0;0;
2609035;"Klimontów - obszar wiejski (5)";1;1;1;0;0;0;
2610000;"Powiat skarżyski";7;7;7;5;5;5;
2610011;"Skarżysko-Kamienna (1)";2;2;2;1;1;1;
2610022;"Bliżyn (2)";1;1;1;1;1;1;
2610032;"Łączna (2)";1;1;1;0;0;0;
2610042;"Skarżysko Kościelne (2)";4;4;4;4;4;4;
2611000;"Powiat starachowicki";5;5;5;2;3;3;
2611011;"Starachowice (1)";2;2;2;0;0;0;
2611022;"Brody (2)";1;1;1;1;1;1;
2611053;"Wąchock (3)";2;1;1;1;1;1;
2611054;"Wąchock - miasto (4)";1;0;0;1;0;0;
2611055;"Wąchock - obszar wiejski (5)";1;1;1;0;1;1;
2612000;"Powiat staszowski";13;13;15;7;7;8;
2612012;"Bogoria (2)";4;4;4;0;0;0;
2612062;"Rytwiany (2)";1;1;1;1;1;1;
2612073;"Staszów (3)";7;7;8;7;7;7;
2612074;"Staszów - miasto (4)";7;7;7;6;6;6;
2612075;"Staszów - obszar wiejski (5)";1;1;1;0;0;1;
2612083;"Szydłów (3)";0;0;3;0;0;0;
2612085;"Szydłów - obszar wiejski (5)";0;0;2;0;0;0;
2613000;"Powiat włoszczowski";5;5;1;5;5;1;
2613042;"Radków (2)";4;4;0;4;4;0;
2613052;"Secemin (2)";1;1;1;1;1;1;
2661000;"Powiat m. Kielce";12;11;11;8;7;7;
2661011;"Kielce (1)";12;11;11;8;7;7;
2800000;"WARMIŃSKO-MAZURSKIE";998;956;928;335;321;324;
2801000;"Powiat bartoszycki";30;28;26;9;7;7;
2801011;"Bartoszyce (1)";11;11;10;2;2;2;
2801021;"Górowo Iławeckie (1)";9;9;9;0;0;0;
2801032;"Bartoszyce (2)";1;0;0;1;0;0;
2801043;"Bisztynek (3)";3;2;2;0;0;0;
2801044;"Bisztynek - miasto (4)";1;1;1;0;0;0;
2801045;"Bisztynek - obszar wiejski (5)";1;1;1;0;0;0;
2801052;"Górowo Iławeckie (2)";4;3;3;4;3;3;
2801063;"Sępopol (3)";2;2;2;2;2;2;
2801065;"Sępopol - obszar wiejski (5)";2;2;2;2;2;2;
2802000;"Powiat braniewski";60;58;57;17;18;18;
2802011;"Braniewo (1)";32;30;30;0;1;1;
2802022;"Braniewo (2)";4;4;4;2;2;2;
2802033;"Frombork (3)";16;16;15;14;14;14;
2802034;"Frombork - miasto (4)";15;15;14;12;12;12;
2802035;"Frombork - obszar wiejski (5)";1;1;1;1;1;1;
2802042;"Lelkowo (2)";2;2;2;2;2;2;
2802062;"Płoskinia (2)";7;7;7;0;0;0;
2803000;"Powiat działdowski";9;8;8;7;5;6;
2803011;"Działdowo (1)";2;2;2;2;2;2;
2803022;"Działdowo (2)";2;2;3;2;2;3;
2803032;"Iłowo-Osada (2)";1;1;1;1;1;1;
2803043;"Lidzbark (3)";4;3;2;1;0;0;
2803044;"Lidzbark - miasto (4)";1;0;0;1;0;0;
2803045;"Lidzbark - obszar wiejski (5)";3;3;2;0;0;0;
2803052;"Płośnica (2)";1;1;0;1;1;0;
2804000;"Powiat elbląski";44;42;41;9;7;11;
2804012;"Elbląg (2)";2;2;2;2;2;2;
2804022;"Godkowo (2)";5;4;4;4;3;3;
2804032;"Gronowo Elbląskie (2)";1;1;1;0;0;0;
2804042;"Markusy (2)";4;3;3;1;0;0;
2804052;"Milejewo (2)";5;5;5;0;0;0;
2804063;"Młynary (3)";15;15;15;1;1;1;
2804064;"Młynary - miasto (4)";15;15;15;1;1;1;
2804073;"Pasłęk (3)";14;13;11;2;1;5;
2804074;"Pasłęk - miasto (4)";13;12;11;2;0;5;
2804075;"Pasłęk - obszar wiejski (5)";0;1;0;0;1;0;
2805000;"Powiat ełcki";24;23;23;18;17;17;
2805011;"Ełk (1)";4;4;4;1;1;1;
2805022;"Ełk (2)";2;2;2;2;2;2;
2805042;"Prostki (2)";15;14;14;15;14;14;
2805052;"Stare Juchy (2)";3;3;3;0;0;0;
2806000;"Powiat giżycki";24;21;19;16;15;13;
2806011;"Giżycko (1)";11;10;9;5;5;5;
2806042;"Giżycko (2)";5;5;4;5;5;4;
2806052;"Kruklanki (2)";2;2;2;2;2;2;
2806062;"Miłki (2)";1;1;0;1;1;0;
2806083;"Ryn (3)";1;1;1;0;0;0;
2806084;"Ryn - miasto (4)";1;1;1;0;0;0;
2806102;"Wydminy (2)";3;3;3;3;3;3;
2807000;"Powiat iławski";35;33;33;20;19;18;
2807011;"Iława (1)";0;1;0;0;1;0;
2807021;"Lubawa (1)";3;2;2;3;2;2;
2807032;"Iława (2)";13;13;13;11;11;11;
2807043;"Kisielice (3)";5;5;5;5;5;5;
2807044;"Kisielice - miasto (4)";4;4;4;4;4;4;
2807045;"Kisielice - obszar wiejski (5)";1;1;1;1;1;1;
2807052;"Lubawa (2)";2;2;2;0;0;0;
2807063;"Susz (3)";10;9;9;1;1;0;
2807064;"Susz - miasto (4)";10;9;9;1;1;0;
2807073;"Zalewo (3)";3;3;3;1;0;0;
2807074;"Zalewo - miasto (4)";3;3;3;1;0;0;
2808000;"Powiat kętrzyński";22;22;16;0;0;0;
2808011;"Kętrzyn (1)";11;11;9;0;0;0;
2808022;"Barciany (2)";2;2;2;0;0;0;
2808043;"Korsze (3)";1;1;1;0;0;0;
2808044;"Korsze - miasto (4)";1;1;1;0;0;0;
2808053;"Reszel (3)";6;6;4;0;0;0;
2808054;"Reszel - miasto (4)";6;6;4;0;0;0;
2808062;"Srokowo (2)";1;1;1;0;0;0;
2809000;"Powiat lidzbarski";20;18;21;5;6;7;
2809011;"Lidzbark Warmiński (1)";12;11;13;1;0;2;
2809022;"Kiwity (2)";1;1;1;0;0;0;
2809032;"Lidzbark Warmiński (2)";0;0;1;0;0;0;
2809042;"Lubomino (2)";4;3;3;4;3;3;
2809053;"Orneta (3)";3;2;2;1;2;2;
2809054;"Orneta - miasto (4)";3;2;2;1;2;2;
2810000;"Powiat mrągowski";76;69;68;21;16;15;
2810011;"Mrągowo (1)";49;48;47;1;0;0;
2810023;"Mikołajki (3)";7;6;6;0;0;0;
2810024;"Mikołajki - miasto (4)";7;6;6;0;0;0;
2810025;"Mikołajki - obszar wiejski (5)";1;0;0;0;0;0;
2810032;"Mrągowo (2)";11;7;7;11;7;7;
2810052;"Sorkwity (2)";9;9;8;9;9;8;
2811000;"Powiat nidzicki";16;15;15;2;2;1;
2811012;"Janowiec Kościelny (2)";1;0;0;0;0;0;
2811022;"Janowo (2)";2;1;2;1;1;1;
2811043;"Nidzica (3)";13;14;13;1;1;1;
2811044;"Nidzica - miasto (4)";13;12;12;1;1;1;
2811045;"Nidzica - obszar wiejski (5)";0;2;1;0;0;0;
2812000;"Powiat nowomiejski";31;28;28;6;5;5;
2812011;"Nowe Miasto Lubawskie (1)";1;1;1;1;1;1;
2812022;"Biskupiec (2)";2;1;1;1;0;0;
2812032;"Grodziczno (2)";5;5;5;5;5;5;
2812042;"Kurzętnik (2)";1;1;2;0;0;0;
2812052;"Nowe Miasto Lubawskie (2)";23;21;20;0;0;0;
2813000;"Powiat olecki";2;2;6;2;2;4;
2813043;"Olecko (3)";0;2;3;0;2;3;
2813045;"Olecko - obszar wiejski (5)";0;2;3;0;2;3;
2813052;"Świętajno (2)";2;1;2;2;1;1;
2814000;"Powiat olsztyński";282;278;272;113;112;111;
2814013;"Barczewo (3)";70;69;68;8;8;7;
2814014;"Barczewo - miasto (4)";8;8;7;8;8;7;
2814015;"Barczewo - obszar wiejski (5)";62;61;61;0;0;0;
2814023;"Biskupiec (3)";30;30;30;2;2;2;
2814024;"Biskupiec - miasto (4)";23;23;23;2;1;2;
2814025;"Biskupiec - obszar wiejski (5)";7;7;7;1;1;1;
2814033;"Dobre Miasto (3)";4;4;3;4;4;3;
2814034;"Dobre Miasto - miasto (4)";4;3;3;4;3;3;
2814042;"Dywity (2)";4;3;1;0;0;0;
2814052;"Gietrzwałd (2)";7;7;7;1;1;1;
2814063;"Jeziorany (3)";8;8;6;0;0;0;
2814064;"Jeziorany - miasto (4)";0;0;3;0;0;0;
