"Kod";"Nazwa";"liczba imprez;ogółem;2013;[-]";"liczba imprez;ogółem;2014;[-]";"liczba imprez;ogółem;2015;[-]";"liczba imprez;ogółem;2016;[-]";"liczba imprez;ogółem;2017;[-]";"liczba imprez;ogółem;2018;[-]";"liczba imprez;ogółem;2019;[-]";"liczba imprez;ogółem;2020;[-]";"liczba imprez;ogółem;2021;[-]";"liczba imprez;ogółem;2022;[-]";
2804093;"Tolkmicko (3)";0;1;0;0;0;0;0;0;0;0;
2804094;"Tolkmicko - miasto (4)";0;1;0;0;0;0;0;0;0;0;
2805000;"Powiat ełcki";13;13;15;7;14;15;14;1;0;3;
2805011;"Ełk (1)";11;11;13;4;11;12;11;1;0;2;
2805042;"Prostki (2)";1;1;1;1;1;1;1;0;0;1;
2805052;"Stare Juchy (2)";1;1;1;2;2;2;2;0;0;0;
2806000;"Powiat giżycki";6;6;5;10;12;10;12;1;9;12;
2806011;"Giżycko (1)";5;6;5;10;12;9;11;1;7;8;
2806052;"Kruklanki (2)";0;0;0;0;0;0;0;0;0;1;
2806083;"Ryn (3)";0;0;0;0;0;1;1;0;2;3;
2806084;"Ryn - miasto (4)";0;0;0;0;0;1;1;0;2;3;
2806102;"Wydminy (2)";1;0;0;0;0;0;0;0;0;0;
2807000;"Powiat iławski";22;26;32;19;18;16;30;1;6;31;
2807011;"Iława (1)";15;19;24;10;10;3;16;1;4;12;
2807021;"Lubawa (1)";2;3;3;5;4;10;5;0;0;16;
2807043;"Kisielice (3)";0;0;0;0;0;0;1;0;0;0;
2807044;"Kisielice - miasto (4)";0;0;0;0;0;0;1;0;0;0;
2807063;"Susz (3)";4;3;4;3;3;2;7;0;2;2;
2807064;"Susz - miasto (4)";4;3;4;3;3;2;7;0;2;2;
2807073;"Zalewo (3)";1;1;1;1;1;1;1;0;0;1;
2807074;"Zalewo - miasto (4)";1;1;1;1;1;1;1;0;0;1;
2808000;"Powiat kętrzyński";6;8;8;3;7;8;4;0;0;7;
2808011;"Kętrzyn (1)";6;8;7;2;6;7;3;0;0;7;
2808022;"Barciany (2)";0;0;1;1;1;1;1;0;0;0;
2809000;"Powiat lidzbarski";8;11;5;3;2;3;5;0;0;2;
2809011;"Lidzbark Warmiński (1)";6;10;4;2;1;2;3;0;0;2;
2809053;"Orneta (3)";2;1;1;1;1;1;2;0;0;0;
2809054;"Orneta - miasto (4)";2;1;1;1;1;1;2;0;0;0;
2810000;"Powiat mrągowski";8;9;8;26;10;8;5;7;12;13;
2810011;"Mrągowo (1)";6;7;7;25;9;8;4;7;12;13;
2810023;"Mikołajki (3)";1;1;1;1;1;0;1;0;0;0;
2810024;"Mikołajki - miasto (4)";1;1;1;1;1;0;1;0;0;0;
2810042;"Piecki (2)";1;1;0;0;0;0;0;0;0;0;
2811000;"Powiat nidzicki";2;3;3;4;3;2;2;0;0;2;
2811043;"Nidzica (3)";2;3;3;4;3;2;2;0;0;2;
2811044;"Nidzica - miasto (4)";2;3;3;4;3;2;2;0;0;2;
2812000;"Powiat nowomiejski";3;4;4;6;6;5;6;0;0;5;
2812011;"Nowe Miasto Lubawskie (1)";2;2;2;2;2;2;2;0;0;1;
2812022;"Biskupiec (2)";1;2;1;3;1;1;2;0;0;2;
2812032;"Grodziczno (2)";0;0;0;0;1;1;1;0;0;0;
2812042;"Kurzętnik (2)";0;0;1;1;1;1;1;0;0;1;
2812052;"Nowe Miasto Lubawskie (2)";0;0;0;0;1;0;0;0;0;1;
2813000;"Powiat olecki";3;4;4;5;7;2;4;0;5;6;
2813043;"Olecko (3)";3;4;4;5;7;2;4;0;3;3;
2813044;"Olecko - miasto (4)";3;4;4;5;7;2;4;0;3;3;
2813052;"Świętajno (2)";0;0;0;0;0;0;0;0;2;3;
2814000;"Powiat olsztyński";1;0;0;1;5;7;5;0;2;5;
2814023;"Biskupiec (3)";0;0;0;1;3;4;3;0;2;3;
2814024;"Biskupiec - miasto (4)";0;0;0;1;3;4;3;0;2;3;
2814033;"Dobre Miasto (3)";0;0;0;0;2;2;1;0;0;0;
2814034;"Dobre Miasto - miasto (4)";0;0;0;0;2;2;1;0;0;0;
2814042;"Dywity (2)";0;0;0;0;0;1;1;0;0;0;
2814063;"Jeziorany (3)";0;0;0;0;0;0;0;0;0;1;
2814064;"Jeziorany - miasto (4)";0;0;0;0;0;0;0;0;0;1;
2814112;"Stawiguda (2)";1;0;0;0;0;0;0;0;0;1;
2815000;"Powiat ostródzki";5;15;9;8;36;14;11;2;7;13;
2815011;"Ostróda (1)";5;12;8;8;36;14;11;2;7;13;
2815032;"Grunwald (2)";0;0;1;0;0;0;0;0;0;0;
2815042;"Łukta (2)";0;3;0;0;0;0;0;0;0;0;
2816000;"Powiat piski";4;1;1;1;2;2;1;0;0;0;
2816023;"Orzysz (3)";1;1;1;1;2;2;1;0;0;0;
2816024;"Orzysz - miasto (4)";1;1;1;1;2;2;1;0;0;0;
2816033;"Pisz (3)";3;0;0;0;0;0;0;0;0;0;
2816034;"Pisz - miasto (4)";3;0;0;0;0;0;0;0;0;0;
2817000;"Powiat szczycieński";4;5;4;6;6;6;6;0;0;5;
2817011;"Szczytno (1)";3;3;2;2;2;2;3;0;0;3;
2817022;"Dźwierzuty (2)";1;1;1;2;0;0;1;0;0;0;
2817032;"Jedwabno (2)";0;0;0;1;0;0;0;0;0;0;
2817043;"Pasym (3)";0;0;0;0;1;0;0;0;0;0;
2817044;"Pasym - miasto (4)";0;0;0;0;1;0;0;0;0;0;
2817052;"Rozogi (2)";0;1;0;0;0;0;0;0;0;0;
2817072;"Świętajno (2)";0;0;1;0;1;1;1;0;0;1;
2817082;"Wielbark (2)";0;0;0;1;2;3;;;;;
2817083;"Wielbark (3)";;;;;;;1;0;0;1;
2817084;"Wielbark - miasto (4)";;;;;;;1;0;0;1;
2818000;"Powiat gołdapski";1;1;2;3;2;3;4;1;0;3;
2818022;"Dubeninki (2)";0;0;0;0;0;0;0;0;0;1;
2818033;"Gołdap (3)";1;1;2;3;2;3;4;1;0;2;
2818034;"Gołdap - miasto (4)";1;1;2;3;2;3;4;1;0;2;
2819000;"Powiat węgorzewski";4;1;2;3;2;3;4;0;1;2;
2819033;"Węgorzewo (3)";4;1;2;3;2;3;4;0;1;2;
2819034;"Węgorzewo - miasto (4)";4;1;2;3;2;3;4;0;1;2;
2861000;"Powiat m. Elbląg";44;16;9;32;66;63;63;8;8;33;
2861011;"Elbląg (1)";44;16;9;32;66;63;63;8;8;33;
2862000;"Powiat m. Olsztyn";77;83;78;88;83;88;83;1;2;28;
2862011;"Olsztyn (1)";77;83;78;88;83;88;83;1;2;28;
3000000;"WIELKOPOLSKIE";427;498;519;632;698;809;738;129;215;443;
3001000;"Powiat chodzieski";8;10;9;6;10;14;8;1;2;4;
3001011;"Chodzież (1)";3;2;4;3;2;4;2;0;1;2;
3001022;"Budzyń (2)";0;0;0;0;1;1;1;0;;;
3001043;"Margonin (3)";4;6;2;2;5;6;3;1;1;1;
3001044;"Margonin - miasto (4)";4;6;2;2;5;6;3;1;1;1;
3001053;"Szamocin (3)";1;2;3;1;2;3;2;0;0;1;
3001054;"Szamocin - miasto (4)";1;2;3;1;2;3;2;0;0;1;
3002000;"Powiat czarnkowsko-trzcianecki";8;11;10;12;13;15;14;0;1;11;
3002011;"Czarnków (1)";4;4;5;4;5;5;5;0;0;5;
3002032;"Drawsko (2)";0;1;1;1;1;2;1;0;0;0;
3002043;"Krzyż Wielkopolski (3)";1;1;1;1;1;1;1;0;0;1;
3002044;"Krzyż Wielkopolski - miasto (4)";1;1;1;1;1;1;1;0;0;1;
3002052;"Lubasz (2)";0;1;0;2;2;2;3;0;0;3;
3002073;"Trzcianka (3)";2;2;2;3;3;4;3;0;1;2;
3002074;"Trzcianka - miasto (4)";2;2;2;3;3;4;3;0;1;2;
3002083;"Wieleń (3)";1;2;1;1;1;1;1;0;0;0;
3002084;"Wieleń - miasto (4)";1;2;1;1;1;1;1;0;0;0;
3003000;"Powiat gnieźnieński";46;31;31;27;43;58;50;12;19;12;
3003011;"Gniezno (1)";42;24;20;20;37;51;44;12;7;10;
3003023;"Czerniejewo (3)";0;0;1;2;2;1;1;0;0;0;
3003024;"Czerniejewo - miasto (4)";0;0;1;2;2;1;1;0;0;0;
3003053;"Kłecko (3)";2;3;4;0;0;0;0;0;12;0;
3003054;"Kłecko - miasto (4)";2;3;4;0;0;0;0;0;12;0;
3003062;"Łubowo (2)";2;2;2;1;0;1;1;0;0;0;
3003082;"Niechanowo (2)";0;2;2;2;2;2;1;0;0;0;
3003093;"Trzemeszno (3)";0;0;2;2;1;2;1;0;0;0;
3003094;"Trzemeszno - miasto (4)";0;0;2;2;1;2;1;0;0;0;
3003103;"Witkowo (3)";0;0;0;0;1;1;2;0;0;2;
3003104;"Witkowo - miasto (4)";0;0;0;0;1;1;2;0;0;2;
3004000;"Powiat gostyński";5;6;8;9;9;5;7;0;0;2;
3004013;"Borek Wielkopolski (3)";0;0;1;0;1;0;0;0;0;0;
3004014;"Borek Wielkopolski - miasto (4)";0;0;1;0;1;0;0;0;0;0;
3004023;"Gostyń (3)";3;3;3;4;5;2;3;0;0;1;
3004024;"Gostyń - miasto (4)";3;3;3;4;5;2;3;0;0;1;
3004033;"Krobia (3)";0;0;1;1;1;1;1;0;0;0;
3004034;"Krobia - miasto (4)";0;0;1;1;1;1;1;0;0;0;
3004052;"Piaski (2)";1;2;2;1;1;1;1;0;0;0;
3004073;"Poniec (3)";1;1;1;3;1;1;2;0;0;1;
3004074;"Poniec - miasto (4)";1;1;1;3;1;1;2;0;0;1;
3005000;"Powiat grodziski";2;0;4;0;0;2;10;2;3;6;
3005023;"Grodzisk Wielkopolski (3)";1;0;3;0;0;1;4;2;2;4;
3005024;"Grodzisk Wielkopolski - miasto (4)";1;0;3;0;0;1;4;2;2;4;
3005043;"Rakoniewice (3)";0;0;1;0;0;0;5;0;0;1;
3005044;"Rakoniewice - miasto (4)";0;0;1;0;0;0;0;0;0;0;
3005045;"Rakoniewice - obszar wiejski (5)";0;0;0;0;0;0;5;0;0;1;
3005053;"Wielichowo (3)";1;0;0;0;0;1;1;0;1;1;
3005054;"Wielichowo - miasto (4)";1;0;0;0;0;1;1;0;1;1;
3006000;"Powiat jarociński";8;5;3;1;6;5;5;0;1;2;
3006023;"Jarocin (3)";6;3;3;1;5;4;3;0;1;2;
3006024;"Jarocin - miasto (4)";6;3;3;1;5;4;3;0;1;2;
3006043;"Żerków (3)";2;2;0;0;1;1;2;0;0;0;
3006044;"Żerków - miasto (4)";2;2;0;0;1;1;2;0;0;0;
3007000;"Powiat kaliski";14;5;4;18;18;20;23;2;0;9;
3007012;"Blizanów (2)";0;0;0;1;1;1;1;0;0;0;
3007042;"Godziesze Wielkie (2)";0;1;0;0;0;0;0;0;0;0;
3007052;"Koźminek (2)";14;0;0;12;13;14;17;1;;;
3007053;"Koźminek (3)";;;;;;;;;0;8;
3007054;"Koźminek - miasto (4)";;;;;;;;;0;8;
3007062;"Lisków (2)";0;0;0;1;1;2;0;0;0;0;
3007072;"Mycielin (2)";0;1;1;1;1;1;0;0;0;0;
3007082;"Opatówek (2)";0;2;1;1;;;;;;;
3007083;"Opatówek (3)";;;;;1;1;3;1;0;1;
3007084;"Opatówek - miasto (4)";;;;;1;1;3;1;0;1;
3007102;"Szczytniki (2)";0;0;1;1;0;0;1;0;0;0;
3007112;"Żelazków (2)";0;1;1;1;1;1;1;0;0;0;
3008000;"Powiat kępiński";5;5;6;16;10;17;6;1;2;9;
3008012;"Baranów (2)";0;0;0;0;0;0;1;0;0;1;
3008022;"Bralin (2)";0;0;0;1;1;1;1;1;0;0;
3008033;"Kępno (3)";5;5;6;15;9;16;4;0;2;8;
3008034;"Kępno - miasto (4)";5;5;6;15;9;16;4;0;2;8;
3009000;"Powiat kolski";7;6;5;6;6;7;5;0;0;3;
3009011;"Koło (1)";4;4;4;5;4;5;4;0;0;3;
3009063;"Kłodawa (3)";0;1;1;1;2;2;1;0;0;0;
3009064;"Kłodawa - miasto (4)";0;1;1;1;2;2;1;0;0;0;
3009102;"Osiek Mały (2)";3;1;0;0;0;0;0;0;0;0;
3010000;"Powiat koniński";6;5;4;3;7;10;12;0;0;6;
3010013;"Golina (3)";0;0;0;0;0;1;1;0;0;0;
3010014;"Golina - miasto (4)";0;0;0;0;0;1;1;0;0;0;
3010032;"Kazimierz Biskupi (2)";1;1;1;1;1;1;1;0;0;1;
3010043;"Kleczew (3)";1;1;1;0;1;1;3;0;0;1;
3010044;"Kleczew - miasto (4)";1;1;1;0;1;1;3;0;0;1;
3010052;"Kramsk (2)";0;0;0;0;0;0;1;0;0;0;
3010073;"Rychwał (3)";0;0;0;0;0;1;1;0;0;1;
3010074;"Rychwał - miasto (4)";0;0;0;0;0;1;1;0;0;1;
3010103;"Sompolno (3)";1;1;1;1;1;2;1;0;0;0;
3010104;"Sompolno - miasto (4)";1;1;1;1;1;2;1;0;0;0;
3010112;"Stare Miasto (2)";1;0;0;0;0;0;0;0;0;1;
3010123;"Ślesin (3)";2;2;1;1;1;2;2;0;0;1;
3010124;"Ślesin - miasto (4)";2;2;1;1;1;2;2;0;0;1;
3010132;"Wierzbinek (2)";0;0;0;0;1;1;1;0;0;1;
3010142;"Wilczyn (2)";0;0;0;0;2;1;1;0;0;0;
3011000;"Powiat kościański";4;1;10;3;9;10;13;0;2;2;
3011011;"Kościan (1)";3;1;8;3;6;6;9;0;1;0;
3011023;"Czempiń (3)";0;0;1;0;3;1;2;0;1;1;
3011024;"Czempiń - miasto (4)";0;0;1;0;3;1;2;0;1;1;
3011043;"Krzywiń (3)";0;0;0;0;0;1;0;0;0;0;
3011044;"Krzywiń - miasto (4)";0;0;0;0;0;1;0;0;0;0;
3011053;"Śmigiel (3)";1;0;1;0;0;2;2;0;0;1;
3011054;"Śmigiel - miasto (4)";1;0;1;0;0;2;2;0;0;1;
3012000;"Powiat krotoszyński";4;2;2;5;4;5;8;0;0;6;
3012023;"Kobylin (3)";1;0;0;0;0;1;1;0;0;1;
3012024;"Kobylin - miasto (4)";1;0;0;0;0;1;1;0;0;1;
3012033;"Koźmin Wielkopolski (3)";0;1;1;1;1;1;1;0;0;1;
3012034;"Koźmin Wielkopolski - miasto (4)";0;1;1;1;1;1;1;0;0;1;
3012043;"Krotoszyn (3)";1;1;1;4;3;3;6;0;0;4;
3012044;"Krotoszyn - miasto (4)";1;1;1;4;3;3;6;0;0;4;
3012063;"Zduny (3)";2;0;0;0;0;0;0;0;0;0;
3012064;"Zduny - miasto (4)";2;0;0;0;0;0;0;0;0;0;
3013000;"Powiat leszczyński";5;5;9;10;7;12;7;0;2;6;
3013012;"Krzemieniewo (2)";4;4;4;4;0;4;1;0;0;1;
3013022;"Lipno (2)";0;0;0;0;0;1;0;0;0;0;
3013033;"Osieczna (3)";0;0;2;2;2;2;2;0;0;2;
3013034;"Osieczna - miasto (4)";0;0;2;2;2;2;2;0;0;2;
3013043;"Rydzyna (3)";0;0;2;2;2;2;2;0;1;1;
3013044;"Rydzyna - miasto (4)";0;0;2;2;2;2;2;0;1;1;
3013052;"Święciechowa (2)";0;0;0;0;0;0;0;0;0;1;
3013062;"Wijewo (2)";0;0;0;1;1;1;1;0;0;0;
3013072;"Włoszakowice (2)";1;1;1;1;2;2;1;0;1;1;
3014000;"Powiat międzychodzki";6;4;4;7;9;6;8;1;1;1;
3014012;"Chrzypsko Wielkie (2)";2;1;1;1;1;1;1;0;0;0;
3014033;"Międzychód (3)";3;2;2;3;4;4;5;1;1;1;
3014034;"Międzychód - miasto (4)";3;2;2;3;4;4;5;1;1;1;
3014043;"Sieraków (3)";1;1;1;3;4;1;2;0;0;0;
3014044;"Sieraków - miasto (4)";1;1;1;3;4;1;2;0;0;0;
3015000;"Powiat nowotomyski";3;3;3;4;5;4;5;0;0;5;
3015023;"Lwówek (3)";1;1;1;1;1;1;1;0;0;1;
3015024;"Lwówek - miasto (4)";1;1;1;1;1;1;1;0;0;1;
3015043;"Nowy Tomyśl (3)";1;1;1;2;2;1;2;0;0;1;
3015044;"Nowy Tomyśl - miasto (4)";1;1;1;2;2;1;2;0;0;1;
3015053;"Opalenica (3)";0;0;0;0;1;1;1;0;0;1;
3015054;"Opalenica - miasto (4)";0;0;0;0;1;1;1;0;0;1;
3015063;"Zbąszyń (3)";1;1;1;1;1;1;1;0;0;2;
3015064;"Zbąszyń - miasto (4)";1;1;1;1;1;1;1;0;0;2;
3016000;"Powiat obornicki";1;2;3;4;4;5;7;0;1;4;
3016013;"Oborniki (3)";1;2;1;3;3;4;4;0;1;3;
3016014;"Oborniki - miasto (4)";1;2;1;3;3;4;4;0;1;3;
3016023;"Rogoźno (3)";0;0;2;1;1;1;3;0;0;1;
3016024;"Rogoźno - miasto (4)";0;0;2;1;1;1;3;0;0;1;
3017000;"Powiat ostrowski";39;41;20;27;58;54;41;12;12;21;
3017011;"Ostrów Wielkopolski (1)";37;39;18;23;54;50;37;12;12;19;
3017023;"Nowe Skalmierzyce (3)";1;1;1;1;2;1;1;0;0;1;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";1;1;1;1;2;1;1;0;0;1;
3017033;"Odolanów (3)";1;1;1;1;1;1;1;0;0;1;
3017034;"Odolanów - miasto (4)";1;1;1;1;1;1;1;0;0;1;
3017063;"Raszków (3)";0;0;0;2;1;2;2;0;0;0;
3017064;"Raszków - miasto (4)";0;0;0;2;1;2;2;0;0;0;
3018000;"Powiat ostrzeszowski";1;1;2;6;4;4;2;0;0;1;
3018033;"Grabów nad Prosną (3)";0;0;0;2;1;0;0;0;0;0;
3018034;"Grabów nad Prosną - miasto (4)";0;0;0;2;1;0;0;0;0;0;
3018042;"Kobyla Góra (2)";0;0;1;1;1;2;1;0;0;0;
3018073;"Ostrzeszów (3)";1;1;1;3;2;2;1;0;0;1;
3018074;"Ostrzeszów - miasto (4)";1;1;1;3;2;2;1;0;0;1;
3019000;"Powiat pilski";17;18;16;16;40;42;36;12;18;12;
3019011;"Piła (1)";16;16;14;13;37;39;33;12;18;11;
3019033;"Kaczory (3)";;;;;;;;;;1;
3019034;"Kaczory - miasto (4)";;;;;;;;;;1;
3019073;"Ujście (3)";0;1;0;0;0;0;0;0;0;0;
3019074;"Ujście - miasto (4)";0;1;0;0;0;0;0;0;0;0;
3019083;"Wyrzysk (3)";1;1;2;3;3;3;3;0;0;0;
3019084;"Wyrzysk - miasto (4)";1;1;2;3;3;3;3;0;0;0;
3020000;"Powiat pleszewski";4;4;7;6;6;8;9;2;2;6;
3020013;"Chocz (3)";;;1;0;0;0;0;0;0;0;
3020014;"Chocz - miasto (4)";;;1;0;0;0;0;0;0;0;
3020032;"Dobrzyca (2)";1;;;;;;;;;;
3020033;"Dobrzyca (3)";;1;1;1;1;2;3;0;0;0;
3020034;"Dobrzyca - miasto (4)";;1;1;1;1;2;3;0;0;0;
3020042;"Gizałki (2)";1;1;1;2;1;1;1;0;0;1;
3020052;"Gołuchów (2)";1;1;1;1;2;2;2;0;0;1;
3020063;"Pleszew (3)";1;1;3;2;2;3;3;2;2;4;
3020064;"Pleszew - miasto (4)";1;1;3;2;2;3;3;2;2;4;
3021000;"Powiat poznański";21;32;38;55;40;45;44;3;8;36;
3021011;"Luboń (1)";3;5;6;5;6;7;5;1;1;5;
3021021;"Puszczykowo (1)";1;1;1;1;1;1;1;0;0;1;
3021033;"Buk (3)";1;2;1;2;0;0;2;0;0;2;
3021034;"Buk - miasto (4)";1;2;1;2;0;0;2;0;0;2;
3021042;"Czerwonak (2)";0;1;2;2;1;2;2;0;0;1;
3021052;"Dopiewo (2)";1;2;2;2;4;5;5;0;2;5;
3021062;"Kleszczewo (2)";2;2;3;2;3;4;3;0;0;1;
3021072;"Komorniki (2)";0;1;2;2;2;2;1;0;0;0;
3021083;"Kostrzyn (3)";0;0;1;1;3;2;3;0;0;1;
3021084;"Kostrzyn - miasto (4)";0;0;1;1;3;2;3;0;0;1;
3021093;"Kórnik (3)";2;1;2;2;3;1;1;0;1;1;
3021094;"Kórnik - miasto (4)";2;1;2;2;3;1;1;0;1;1;
3021103;"Mosina (3)";1;1;2;3;3;3;5;1;0;4;
3021104;"Mosina - miasto (4)";1;1;2;3;3;3;5;1;0;4;
3021113;"Murowana Goślina (3)";3;8;5;18;5;5;4;0;0;3;
3021114;"Murowana Goślina - miasto (4)";3;8;5;18;5;5;4;0;0;3;
3021123;"Pobiedziska (3)";1;1;1;1;1;1;1;0;0;1;
3021124;"Pobiedziska - miasto (4)";1;1;1;1;1;1;1;0;0;1;
3021132;"Rokietnica (2)";1;1;2;1;1;1;1;0;1;3;
3021143;"Stęszew (3)";0;0;0;2;0;0;0;0;0;0;
3021144;"Stęszew - miasto (4)";0;0;0;2;0;0;0;0;0;0;
3021152;"Suchy Las (2)";2;2;2;2;2;2;2;0;0;1;
3021163;"Swarzędz (3)";2;2;3;3;2;7;4;0;2;3;
3021164;"Swarzędz - miasto (4)";2;2;3;3;2;7;4;0;2;3;
3021172;"Tarnowo Podgórne (2)";1;2;3;6;3;2;4;1;1;4;
3022000;"Powiat rawicki";0;0;10;15;13;12;11;0;0;8;
3022013;"Bojanowo (3)";0;0;0;1;1;1;1;0;0;0;
3022014;"Bojanowo - miasto (4)";0;0;0;1;1;1;1;0;0;0;
3022033;"Miejska Górka (3)";0;0;0;0;1;1;1;0;0;0;
3022034;"Miejska Górka - miasto (4)";0;0;0;0;1;1;1;0;0;0;
3022053;"Rawicz (3)";0;0;10;14;11;10;9;0;0;8;
3022054;"Rawicz - miasto (4)";0;0;10;14;11;10;9;0;0;8;
3023000;"Powiat słupecki";3;4;4;6;6;6;5;0;0;3;
3023011;"Słupca (1)";1;1;1;1;3;3;2;0;0;2;
3023022;"Lądek (2)";0;0;0;1;1;1;1;0;0;0;
3023032;"Orchowo (2)";2;2;2;2;0;0;0;0;0;0;
3023052;"Powidz (2)";0;0;0;0;1;0;0;0;0;0;
3023072;"Strzałkowo (2)";0;0;1;2;1;1;1;0;0;0;
3023083;"Zagórów (3)";0;1;0;0;0;1;1;0;0;1;
3023084;"Zagórów - miasto (4)";0;1;0;0;0;1;1;0;0;1;
3024000;"Powiat szamotulski";8;6;12;5;5;12;12;3;0;7;
3024011;"Obrzycko (1)";0;0;0;0;0;0;0;0;0;2;
3024022;"Duszniki (2)";0;1;0;0;1;0;0;0;0;0;
3024053;"Ostroróg (3)";0;0;1;0;0;0;0;0;0;0;
3024054;"Ostroróg - miasto (4)";0;0;1;0;0;0;0;0;0;0;
3024063;"Pniewy (3)";1;2;3;3;2;4;4;1;0;3;
3024064;"Pniewy - miasto (4)";1;2;3;3;2;4;4;1;0;3;
3024073;"Szamotuły (3)";4;0;6;2;2;6;5;2;0;0;
3024074;"Szamotuły - miasto (4)";4;0;6;2;2;6;5;2;0;0;
3024083;"Wronki (3)";3;3;2;0;0;2;3;0;0;2;
3024084;"Wronki - miasto (4)";3;3;2;0;0;2;3;0;0;2;
3025000;"Powiat średzki";5;6;6;8;6;5;3;0;0;4;
3025022;"Krzykosy (2)";0;0;1;0;0;0;0;0;0;0;
3025043;"Środa Wielkopolska (3)";4;5;4;7;5;4;2;0;0;2;
3025044;"Środa Wielkopolska - miasto (4)";4;5;4;7;5;4;2;0;0;2;
3025052;"Zaniemyśl (2)";1;1;1;1;1;1;1;0;0;2;
3026000;"Powiat śremski";2;3;2;3;3;3;4;0;0;1;
3026033;"Książ Wielkopolski (3)";1;1;1;1;1;1;2;0;0;1;
3026034;"Książ Wielkopolski - miasto (4)";1;1;1;1;1;1;2;0;0;1;
3026043;"Śrem (3)";1;2;1;2;2;2;2;0;0;0;
3026044;"Śrem - miasto (4)";1;2;1;2;2;2;2;0;0;0;
3027000;"Powiat turecki";7;8;4;4;5;5;4;0;2;4;
3027011;"Turek (1)";6;7;3;2;3;3;2;0;2;2;
3027052;"Malanów (2)";1;1;0;1;1;1;1;0;0;1;
3027062;"Przykona (2)";0;0;1;0;0;0;0;0;0;0;
3027073;"Tuliszków (3)";0;0;0;1;1;1;1;0;0;1;
3027074;"Tuliszków - miasto (4)";0;0;0;1;1;1;1;0;0;1;
3028000;"Powiat wągrowiecki";20;22;21;30;22;29;34;5;0;1;
3028011;"Wągrowiec (1)";18;21;18;23;14;22;26;3;0;0;
3028022;"Damasławek (2)";0;0;0;0;0;0;1;0;0;0;
3028033;"Gołańcz (3)";1;1;1;3;5;1;2;1;0;0;
3028034;"Gołańcz - miasto (4)";1;1;1;3;5;1;2;1;0;0;
3028053;"Skoki (3)";1;0;2;4;3;6;5;1;0;1;
3028054;"Skoki - miasto (4)";1;0;2;4;3;6;5;1;0;1;
3029000;"Powiat wolsztyński";1;13;14;3;1;4;5;0;0;0;
3029012;"Przemęt (2)";0;0;0;0;0;0;1;0;0;0;
3029022;"Siedlec (2)";0;0;0;0;0;1;1;0;0;0;
3029033;"Wolsztyn (3)";1;13;14;3;1;3;3;0;0;0;
3029034;"Wolsztyn - miasto (4)";1;13;14;3;1;3;3;0;0;0;
3030000;"Powiat wrzesiński";3;6;7;7;7;5;6;0;1;4;
3030012;"Kołaczkowo (2)";0;0;0;1;0;0;0;0;0;0;
3030023;"Miłosław (3)";0;0;0;0;0;0;0;0;0;1;
3030024;"Miłosław - miasto (4)";0;0;0;0;0;0;0;0;0;1;
3030033;"Nekla (3)";2;5;5;4;4;4;5;0;0;1;
3030034;"Nekla - miasto (4)";2;5;5;4;4;4;5;0;0;1;
3030043;"Pyzdry (3)";0;0;0;0;1;0;0;0;0;0;
3030044;"Pyzdry - miasto (4)";0;0;0;0;1;0;0;0;0;0;
3030053;"Września (3)";1;1;2;2;2;1;1;0;1;2;
3030054;"Września - miasto (4)";1;1;2;2;2;1;1;0;1;2;
3031000;"Powiat złotowski";1;1;1;3;4;4;7;0;0;6;
3031011;"Złotów (1)";0;0;0;0;1;1;2;0;0;2;
3031023;"Jastrowie (3)";0;0;0;1;2;2;3;0;0;2;
3031024;"Jastrowie - miasto (4)";0;0;0;1;2;2;3;0;0;2;
3031033;"Krajenka (3)";0;0;0;1;0;0;1;0;0;1;
3031034;"Krajenka - miasto (4)";0;0;0;1;0;0;1;0;0;1;
3031072;"Zakrzewo (2)";1;1;1;1;1;1;1;0;0;1;
3061000;"Powiat m. Kalisz";25;34;45;33;32;77;60;24;35;38;
3061011;"Kalisz (1)";25;34;45;33;32;77;60;24;35;38;
3062000;"Powiat m. Konin";16;26;16;18;15;14;16;0;2;9;
3062011;"Konin (1)";16;26;16;18;15;14;16;0;2;9;
3063000;"Powiat m. Leszno";35;41;41;45;58;70;64;12;19;12;
3063011;"Leszno (1)";35;41;41;45;58;70;64;12;19;12;
3064000;"Powiat m. Poznań";87;131;138;211;213;215;187;37;82;182;
3064011;"Poznań (1)";87;131;138;211;213;215;187;37;82;182;
3200000;"ZACHODNIOPOMORSKIE";356;351;404;395;372;336;301;50;122;195;
3201000;"Powiat białogardzki";4;4;7;4;4;6;3;0;1;3;
3201011;"Białogard (1)";2;2;3;3;3;3;2;0;1;0;
3201033;"Karlino (3)";2;2;4;1;1;3;1;0;0;2;
3201034;"Karlino - miasto (4)";2;2;4;1;1;3;1;0;0;2;
3201043;"Tychowo (3)";0;0;0;0;0;0;0;0;0;1;
3201044;"Tychowo - miasto (4)";0;0;0;0;0;0;0;0;0;1;
3202000;"Powiat choszczeński";3;1;0;0;0;1;2;0;1;4;
3202023;"Choszczno (3)";0;0;0;0;0;0;0;0;0;1;
3202024;"Choszczno - miasto (4)";0;0;0;0;0;0;0;0;0;1;
3202033;"Drawno (3)";0;0;0;0;0;1;1;0;1;2;
3202034;"Drawno - miasto (4)";0;0;0;0;0;1;1;0;1;2;
3202042;"Krzęcin (2)";2;0;0;0;0;0;0;0;0;0;
